order_id,product_id,quantity,unit_price_eur,unit_cost_eur,discount_pct
ORD-000045,PRD-0356,2,5351.45,3807.18,5
ORD-000046,PRD-0696,4,756.83,592.98,0
ORD-000046,PRD-0214,2,860.22,764.78,0
ORD-000046,PRD-0052,4,150.65,117.65,0
ORD-000046,PRD-0186,3,2939.77,2792.44,0
ORD-000047,PRD-0332,7,2124.34,1646.83,3
ORD-000047,PRD-0075,5,160.81,125.93,0
ORD-000048,PRD-0056,7,300.86,221.05,0
ORD-000048,PRD-0602,6,512.06,387.0,0
ORD-000048,PRD-0274,7,988.43,897.51,0
ORD-000048,PRD-0650,5,622.91,504.61,5
ORD-000049,PRD-0498,5,7.85,5.3,5
ORD-000049,PRD-0790,6,1261.58,665.46,0
ORD-000049,PRD-0530,6,67.53,41.05,0
ORD-000049,PRD-0078,1,415.24,323.62,0
ORD-000050,PRD-0775,9,307.12,214.9,3
ORD-000050,PRD-0322,10,2706.3,2510.19,3
ORD-000050,PRD-0367,3,8822.54,6444.09,3
ORD-000051,PRD-0441,7,68.1,48.54,0
ORD-000052,PRD-0798,7,728.7,469.55,0
ORD-000053,PRD-0668,2,93.94,65.84,0
ORD-000053,PRD-0431,3,130.95,80.38,0
ORD-000054,PRD-0112,9,273.5,211.09,3
ORD-000054,PRD-0046,2,368.46,272.64,0
ORD-000054,PRD-0081,7,218.54,170.52,5
ORD-000055,PRD-0401,1,8539.87,6731.13,3
ORD-000055,PRD-0673,9,577.59,441.76,0
ORD-000055,PRD-0118,3,419.84,341.99,3
ORD-000056,PRD-0047,1,200.85,160.5,3
ORD-000056,PRD-0359,2,5537.11,4116.45,5
ORD-000056,PRD-0643,1,512.07,401.51,3
ORD-000056,PRD-0037,2,281.43,216.21,0
ORD-000057,PRD-0115,7,272.28,208.5,0
ORD-000057,PRD-0690,6,711.33,544.08,0
ORD-000057,PRD-0685,4,714.89,591.43,5
ORD-000057,PRD-0298,5,1746.12,1648.88,0
ORD-000057,PRD-0459,4,198.61,137.56,0
ORD-000058,PRD-0291,1,1835.26,1660.25,5
ORD-000058,PRD-0623,3,442.89,342.67,0
ORD-000059,PRD-0575,8,125.15,79.13,0
ORD-000060,PRD-0412,5,9705.78,7647.28,5
ORD-000060,PRD-0213,9,1081.43,982.8,0
ORD-000060,PRD-0311,8,1505.37,1310.93,0
ORD-000061,PRD-0220,2,1027.29,945.54,3
ORD-000061,PRD-0246,3,2955.42,2643.86,0
ORD-000061,PRD-0790,1,1261.58,665.46,0
ORD-000062,PRD-0290,1,1009.03,879.96,0
ORD-000063,PRD-0060,3,319.57,251.94,0
ORD-000064,PRD-0647,6,166.56,130.51,0
ORD-000064,PRD-0470,8,63.84,46.51,0
ORD-000065,PRD-0688,10,242.49,191.37,0
ORD-000065,PRD-0061,7,221.61,172.95,0
ORD-000066,PRD-0580,2,31.84,23.52,5
ORD-000066,PRD-0660,8,400.99,321.52,5
ORD-000066,PRD-0423,3,4904.53,3642.14,0
ORD-000066,PRD-0322,6,2650.5,2510.19,5
ORD-000066,PRD-0278,3,1174.13,1026.78,0
ORD-000067,PRD-0230,4,2873.54,2595.29,0
ORD-000068,PRD-0532,7,184.02,122.56,5
ORD-000068,PRD-0578,5,31.44,20.04,0
ORD-000068,PRD-0755,5,1738.55,1154.27,0
ORD-000069,PRD-0131,3,361.07,305.28,5
ORD-000069,PRD-0500,1,178.5,123.54,3
ORD-000070,PRD-0627,1,80.27,64.52,5
ORD-000070,PRD-0331,7,9588.41,6894.22,0
ORD-000071,PRD-0403,1,8024.63,5840.48,0
ORD-000071,PRD-0196,6,2162.6,2397.04,22
ORD-000072,PRD-0390,8,4196.51,3375.2,5
ORD-000072,PRD-0647,9,166.56,130.51,0
ORD-000073,PRD-0095,1,334.65,264.34,0
ORD-000073,PRD-0514,7,10.24,7.64,5
ORD-000073,PRD-0582,1,388.99,286.54,0
ORD-000073,PRD-0763,4,803.89,482.55,3
ORD-000074,PRD-0217,1,2468.35,2305.94,0
ORD-000074,PRD-0297,3,2192.54,2005.75,0
ORD-000074,PRD-0065,3,260.86,209.79,0
ORD-000075,PRD-0351,5,9270.81,7136.11,0
ORD-000075,PRD-0088,8,246.1,188.09,3
ORD-000075,PRD-0715,8,1842.61,1285.27,0
ORD-000075,PRD-0721,1,1516.92,782.48,0
ORD-000076,PRD-0465,6,162.85,111.9,0
ORD-000076,PRD-0103,2,208.33,156.32,0
ORD-000076,PRD-0304,6,2367.61,2239.96,0
ORD-000076,PRD-0677,5,296.4,239.03,3
ORD-000077,PRD-0466,7,43.83,33.21,3
ORD-000077,PRD-0744,5,1393.44,774.4,0
ORD-000077,PRD-0275,5,1232.38,1190.3,5
ORD-000078,PRD-0630,8,669.5,497.34,0
ORD-000078,PRD-0296,5,1707.24,1541.82,0
ORD-000079,PRD-0720,8,852.01,446.63,0
ORD-000079,PRD-0662,1,75.99,56.09,0
ORD-000079,PRD-0570,5,57.24,38.27,0
ORD-000079,PRD-0047,3,207.06,160.5,0
ORD-000080,PRD-0039,1,216.07,175.64,0
ORD-000080,PRD-0398,6,9275.08,6313.53,0
ORD-000081,PRD-0479,5,78.55,51.78,0
ORD-000081,PRD-0013,1,198.8,155.95,0
ORD-000082,PRD-0228,4,722.91,647.77,0
ORD-000082,PRD-0670,1,450.27,324.59,0
ORD-000082,PRD-0493,3,183.8,122.9,0
ORD-000083,PRD-0434,4,175.96,131.73,0
ORD-000083,PRD-0054,5,196.44,155.25,0
ORD-000083,PRD-0038,4,169.21,138.4,0
ORD-000084,PRD-0719,6,427.18,264.6,0
ORD-000084,PRD-0351,6,8992.69,7136.11,3
ORD-000084,PRD-0384,14,8389.91,6000.93,0
ORD-000085,PRD-0600,3,531.18,388.98,0
ORD-000085,PRD-0598,7,408.28,317.28,0
ORD-000085,PRD-0185,4,552.7,538.02,5
ORD-000086,PRD-0159,1,331.12,254.22,3
ORD-000086,PRD-0280,5,2434.82,2302.02,0
ORD-000086,PRD-0519,3,71.42,53.34,5
ORD-000087,PRD-0398,4,9275.08,6313.53,0
ORD-000087,PRD-0567,3,37.61,25.02,0
ORD-000087,PRD-0465,4,162.85,111.9,0
ORD-000088,PRD-0104,5,194.27,145.94,0
ORD-000088,PRD-0490,3,112.38,68.38,0
ORD-000088,PRD-0235,4,978.13,951.59,3
ORD-000089,PRD-0270,4,3109.42,2837.93,5
ORD-000089,PRD-0403,6,7623.4,5840.48,5
ORD-000090,PRD-0237,2,3486.97,3272.13,0
ORD-000091,PRD-0665,3,792.05,571.71,0
ORD-000092,PRD-0114,6,264.91,213.18,0
ORD-000092,PRD-0684,5,180.96,143.31,3
ORD-000092,PRD-0790,6,1198.5,665.46,5
ORD-000093,PRD-0237,6,3486.97,3272.13,0
ORD-000094,PRD-0587,7,277.54,225.43,5
ORD-000094,PRD-0640,4,756.04,612.44,3
ORD-000095,PRD-0478,5,23.03,14.77,0
ORD-000095,PRD-0644,14,546.83,430.32,0
ORD-000096,PRD-0219,5,2914.82,2794.86,3
ORD-000097,PRD-0424,2,11240.1,7808.76,0
ORD-000098,PRD-0606,6,685.92,503.57,0
ORD-000098,PRD-0068,2,229.34,167.65,0
ORD-000098,PRD-0424,8,11240.1,7808.76,0
ORD-000099,PRD-0412,9,10216.61,7647.28,0
ORD-000099,PRD-0466,2,43.83,33.21,3
ORD-000099,PRD-0105,8,204.87,159.49,5
ORD-000100,PRD-0425,3,4020.68,2854.62,0
ORD-000100,PRD-0780,8,1764.51,1038.94,3
ORD-000100,PRD-0264,6,2017.98,1854.36,3
ORD-000100,PRD-0265,1,1533.86,1392.81,5
ORD-000101,PRD-0725,2,911.08,485.89,3
ORD-000102,PRD-0716,4,843.07,594.9,5
ORD-000102,PRD-0171,1,360.9,279.55,0
ORD-000102,PRD-0799,5,866.23,565.65,0
ORD-000102,PRD-0494,1,168.62,124.58,0
ORD-000103,PRD-0407,3,5363.73,3606.16,0
ORD-000103,PRD-0405,7,8062.61,5748.51,0
ORD-000103,PRD-0743,7,384.87,210.49,0
ORD-000103,PRD-0024,5,368.24,301.48,5
ORD-000104,PRD-0585,6,499.82,384.22,5
ORD-000104,PRD-0201,4,2548.91,2359.69,5
ORD-000104,PRD-0617,9,233.36,165.11,0
ORD-000104,PRD-0368,4,9118.09,6012.9,0
ORD-000104,PRD-0501,8,163.97,116.4,0
ORD-000105,PRD-0364,7,4021.33,2903.88,3
ORD-000105,PRD-0403,3,8024.63,5840.48,0
ORD-000106,PRD-0044,1,347.69,272.79,0
ORD-000107,PRD-0524,10,57.44,40.77,0
ORD-000107,PRD-0478,5,22.34,14.77,3
ORD-000107,PRD-0229,4,1066.18,973.63,5
ORD-000108,PRD-0358,6,3262.3,2444.51,0
ORD-000108,PRD-0153,9,186.2,149.1,0
ORD-000109,PRD-0699,3,464.47,342.85,3
ORD-000110,PRD-0727,1,1448.18,896.89,0
ORD-000111,PRD-0728,6,466.25,248.7,0
ORD-000111,PRD-0132,1,383.34,308.06,0
ORD-000111,PRD-0440,5,21.25,14.23,3
ORD-000112,PRD-0686,5,310.11,238.18,0
ORD-000112,PRD-0279,6,654.85,577.69,0
ORD-000112,PRD-0700,8,50.22,41.82,5
ORD-000112,PRD-0146,7,222.2,177.85,5
ORD-000113,PRD-0437,7,35.59,24.99,3
ORD-000113,PRD-0627,7,84.49,64.52,0
ORD-000114,PRD-0102,1,323.38,247.75,3
ORD-000115,PRD-0029,4,390.43,309.62,3
ORD-000115,PRD-0103,10,202.08,156.32,3
ORD-000116,PRD-0122,12,404.57,307.44,5
ORD-000116,PRD-0368,5,8844.55,6012.9,3
ORD-000117,PRD-0340,1,9473.17,6949.31,0
ORD-000118,PRD-0652,8,347.18,276.04,0
ORD-000118,PRD-0312,9,599.05,528.93,0
ORD-000118,PRD-0241,2,965.4,901.24,3
ORD-000119,PRD-0119,6,374.25,286.45,0
ORD-000120,PRD-0456,2,83.24,56.51,5
ORD-000120,PRD-0283,1,713.39,639.73,0
ORD-000121,PRD-0121,2,350.66,259.55,0
ORD-000121,PRD-0557,6,121.41,79.92,0
ORD-000121,PRD-0443,1,56.0,38.98,0
ORD-000122,PRD-0186,2,2792.78,2792.44,5
ORD-000122,PRD-0047,9,200.85,160.5,3
ORD-000123,PRD-0562,5,128.92,83.28,0
ORD-000123,PRD-0229,3,1032.52,973.63,8
ORD-000123,PRD-0019,8,213.79,164.63,0
ORD-000123,PRD-0726,3,1659.93,990.89,0
ORD-000123,PRD-0313,6,1314.28,1360.97,10
ORD-000124,PRD-0357,4,3427.79,2402.93,0
ORD-000125,PRD-0201,4,2414.75,2359.69,10
ORD-000125,PRD-0279,3,589.37,577.69,10
ORD-000125,PRD-0470,8,63.84,46.51,0
ORD-000125,PRD-0444,2,95.75,69.52,0
ORD-000126,PRD-0619,1,53.55,46.78,10
ORD-000126,PRD-0774,2,895.77,466.05,0
ORD-000126,PRD-0655,1,91.44,69.48,5
ORD-000126,PRD-0491,5,177.99,126.48,8
ORD-000127,PRD-0693,1,260.14,203.73,10
ORD-000127,PRD-0362,8,10444.68,9012.96,10
ORD-000127,PRD-0150,1,357.54,282.23,0
ORD-000127,PRD-0526,4,48.67,38.56,10
ORD-000128,PRD-0583,7,393.04,337.22,10
ORD-000128,PRD-0009,5,419.83,345.65,5
ORD-000128,PRD-0661,1,200.49,164.88,5
ORD-000129,PRD-0045,1,352.01,254.0,0
ORD-000129,PRD-0463,4,103.29,68.12,5
ORD-000129,PRD-0413,3,2079.9,1618.43,5
ORD-000129,PRD-0596,3,99.77,80.32,8
ORD-000130,PRD-0528,2,152.2,117.2,10
ORD-000130,PRD-0215,2,2898.95,3013.9,10
ORD-000130,PRD-0626,9,605.58,484.31,0
ORD-000131,PRD-0775,8,291.29,214.9,8
ORD-000131,PRD-0229,3,1010.07,973.63,10
ORD-000132,PRD-0711,8,1636.08,1103.97,0
ORD-000132,PRD-0216,5,1027.69,1060.15,8
ORD-000133,PRD-0642,8,393.84,285.62,0
ORD-000134,PRD-0194,6,971.95,966.41,10
ORD-000134,PRD-0419,3,10273.37,7445.98,10
ORD-000135,PRD-0403,4,8024.63,5840.48,0
ORD-000135,PRD-0323,3,2720.83,2681.19,5
ORD-000135,PRD-0201,7,2683.06,2359.69,0
ORD-000136,PRD-0494,7,151.76,124.58,10
ORD-000136,PRD-0499,6,97.78,66.42,5
ORD-000137,PRD-0153,2,171.3,149.1,8
ORD-000137,PRD-0038,3,160.75,138.4,5
ORD-000137,PRD-0042,2,348.66,268.56,5
ORD-000137,PRD-0421,11,10203.3,7670.58,10
ORD-000137,PRD-0117,2,374.46,302.6,8
ORD-000138,PRD-0694,6,715.95,561.24,0
ORD-000139,PRD-0555,2,117.58,74.08,0
ORD-000140,PRD-0379,1,3764.87,2598.45,5
ORD-000140,PRD-0332,4,2014.84,1646.83,8
ORD-000141,PRD-0222,4,2110.97,1860.65,0
ORD-000141,PRD-0238,1,1751.66,1546.63,0
ORD-000141,PRD-0662,5,68.39,56.09,10
ORD-000142,PRD-0251,1,1149.18,1077.15,0
ORD-000142,PRD-0410,8,6206.23,4413.71,8
ORD-000142,PRD-0580,7,33.52,23.52,0
ORD-000143,PRD-0469,2,147.67,105.06,10
ORD-000143,PRD-0792,9,202.71,125.37,8
ORD-000144,PRD-0214,4,774.2,764.78,10
ORD-000144,PRD-0259,6,2610.88,2663.54,8
ORD-000144,PRD-0317,4,819.19,710.13,0
ORD-000145,PRD-0237,1,3138.27,3272.13,10
ORD-000145,PRD-0603,1,155.01,122.1,0
ORD-000145,PRD-0753,2,796.41,465.31,10
ORD-000146,PRD-0057,3,174.03,139.47,0
ORD-000146,PRD-0573,7,83.37,54.45,8
ORD-000147,PRD-0555,2,108.17,74.08,8
ORD-000147,PRD-0549,6,18.1,13.45,0
ORD-000148,PRD-0082,1,407.58,325.15,0
ORD-000149,PRD-0332,5,2014.84,1646.83,8
ORD-000149,PRD-0141,4,392.46,300.7,0
ORD-000150,PRD-0264,3,1872.35,1854.36,10
ORD-000150,PRD-0351,7,8529.15,7136.11,8
ORD-000150,PRD-0182,3,3060.88,3071.08,10
ORD-000151,PRD-0480,1,161.91,107.16,0
ORD-000151,PRD-0470,6,57.46,46.51,10
ORD-000152,PRD-0614,4,112.7,89.27,0
ORD-000153,PRD-0449,6,99.35,75.13,8
ORD-000153,PRD-0028,6,441.57,328.44,0
ORD-000154,PRD-0077,1,195.98,169.36,8
ORD-000154,PRD-0707,6,1471.99,1009.46,10
ORD-000154,PRD-0657,5,738.07,584.92,0
ORD-000155,PRD-0244,1,2299.82,2144.47,5
ORD-000155,PRD-0383,8,4646.56,3496.98,0
ORD-000155,PRD-0689,6,378.67,287.04,0
ORD-000156,PRD-0720,5,766.81,446.63,10
ORD-000157,PRD-0106,5,165.07,131.24,0
ORD-000157,PRD-0742,2,1251.27,695.05,5
ORD-000158,PRD-0664,6,337.26,255.67,0
ORD-000158,PRD-0301,4,3208.96,2865.07,0
ORD-000158,PRD-0423,2,4904.53,3642.14,0
ORD-000159,PRD-0755,6,1651.62,1154.27,5
ORD-000159,PRD-0371,4,10036.62,7108.8,0
ORD-000160,PRD-0180,9,290.58,240.11,10
ORD-000160,PRD-0034,5,173.44,145.63,8
ORD-000160,PRD-0084,2,313.21,271.5,10
ORD-000161,PRD-0433,8,183.49,137.71,8
ORD-000161,PRD-0330,5,740.32,682.07,0
ORD-000161,PRD-0610,2,307.86,237.12,5
ORD-000161,PRD-0767,7,480.59,296.13,10
ORD-000162,PRD-0737,8,533.18,312.36,8
ORD-000162,PRD-0217,3,2344.93,2305.94,5
ORD-000163,PRD-0770,11,1221.97,772.94,10
ORD-000163,PRD-0405,4,7417.6,5748.51,8
ORD-000163,PRD-0760,1,157.95,113.33,8
ORD-000164,PRD-0091,4,246.31,210.79,5
ORD-000164,PRD-0469,9,147.67,105.06,10
ORD-000165,PRD-0217,4,2468.35,2305.94,0
ORD-000165,PRD-0346,4,6796.15,4660.11,5
ORD-000166,PRD-0784,1,652.01,377.51,10
ORD-000166,PRD-0250,13,2827.95,2619.27,0
ORD-000167,PRD-0548,1,88.06,66.96,10
ORD-000167,PRD-0257,5,2209.56,2082.02,5
ORD-000167,PRD-0421,1,11337.0,7670.58,0
ORD-000167,PRD-0694,1,715.95,561.24,0
ORD-000168,PRD-0667,9,184.86,141.99,0
ORD-000168,PRD-0282,5,1226.23,1150.21,0
ORD-000168,PRD-0710,8,312.11,180.22,5
ORD-000169,PRD-0168,9,206.45,186.24,10
ORD-000169,PRD-0589,10,112.21,89.97,10
ORD-000170,PRD-0624,1,371.83,299.02,5
ORD-000170,PRD-0747,2,1010.71,564.84,5
ORD-000170,PRD-0553,5,82.14,52.52,0
ORD-000171,PRD-0185,1,523.61,538.02,10
ORD-000171,PRD-0083,5,241.56,178.87,0
ORD-000171,PRD-0269,5,1023.71,928.6,0
ORD-000171,PRD-0441,2,61.29,48.54,10
ORD-000171,PRD-0081,5,211.64,170.52,8
ORD-000172,PRD-0538,3,87.94,61.12,5
ORD-000172,PRD-0473,3,129.52,96.96,8
ORD-000172,PRD-0482,7,178.36,113.72,5
ORD-000172,PRD-0339,8,10733.31,8311.24,0
ORD-000172,PRD-0301,4,3208.96,2865.07,0
ORD-000173,PRD-0004,1,150.06,126.39,5
ORD-000173,PRD-0708,6,1697.51,910.41,0
ORD-000173,PRD-0337,8,7740.69,6100.7,5
ORD-000173,PRD-0617,3,214.69,165.11,8
ORD-000174,PRD-0619,1,56.52,46.78,5
ORD-000174,PRD-0249,6,599.62,562.7,8
ORD-000175,PRD-0064,1,192.56,169.77,10
ORD-000175,PRD-0477,7,54.72,38.33,0
ORD-000175,PRD-0029,8,402.5,309.62,0
ORD-000175,PRD-0674,1,623.32,487.11,8
ORD-000176,PRD-0692,3,349.62,279.73,10
ORD-000176,PRD-0181,1,2194.04,2047.12,8
ORD-000176,PRD-0667,1,175.62,141.99,5
ORD-000176,PRD-0733,3,590.3,399.53,8
ORD-000177,PRD-0557,3,121.41,79.92,0
ORD-000178,PRD-0356,1,5069.8,3807.18,10
ORD-000178,PRD-0638,2,569.66,472.06,8
ORD-000178,PRD-0523,6,110.7,84.43,5
ORD-000178,PRD-0340,4,8525.85,6949.31,10
ORD-000179,PRD-0679,1,708.79,587.55,8
ORD-000179,PRD-0536,4,129.42,99.33,5
ORD-000179,PRD-0722,5,1487.73,1056.93,10
ORD-000179,PRD-0554,4,72.74,52.07,10
ORD-000180,PRD-0460,8,20.65,12.5,0
ORD-000180,PRD-0037,7,281.43,216.21,0
ORD-000180,PRD-0337,6,7333.29,6100.7,10
ORD-000180,PRD-0158,1,213.71,167.85,8
ORD-000180,PRD-0046,4,368.46,272.64,0
ORD-000181,PRD-0391,3,2730.67,2203.15,8
ORD-000181,PRD-0536,5,125.33,99.33,8
ORD-000182,PRD-0474,4,152.11,103.28,0
ORD-000183,PRD-0762,1,529.9,277.99,0
ORD-000184,PRD-0775,2,291.29,214.9,8
ORD-000184,PRD-0652,6,347.18,276.04,0
ORD-000184,PRD-0722,6,1520.79,1056.93,8
ORD-000184,PRD-0378,9,10556.84,8176.31,8
ORD-000185,PRD-0224,4,2866.18,2660.1,0
ORD-000185,PRD-0063,1,336.35,256.87,0
ORD-000185,PRD-0129,1,193.03,171.62,8
ORD-000186,PRD-0346,3,6581.53,4660.11,8
ORD-000186,PRD-0298,1,1746.12,1648.88,0
ORD-000187,PRD-0489,4,31.25,24.32,10
ORD-000188,PRD-0239,10,2541.5,2500.16,5
ORD-000188,PRD-0541,1,105.64,75.01,8
ORD-000188,PRD-0401,3,8363.79,6731.13,5
ORD-000189,PRD-0073,4,198.47,153.98,0
ORD-000190,PRD-0166,6,367.25,294.2,10
ORD-000190,PRD-0245,8,2676.85,2608.22,5
ORD-000190,PRD-0694,9,715.95,561.24,0
ORD-000190,PRD-0630,5,615.94,497.34,8
ORD-000191,PRD-0251,5,1149.18,1077.15,0
ORD-000192,PRD-0563,4,100.48,73.25,0
ORD-000192,PRD-0640,3,779.42,612.44,0
ORD-000193,PRD-0334,9,6198.26,4194.94,0
ORD-000193,PRD-0414,1,6103.77,4146.01,0
ORD-000193,PRD-0470,2,57.46,46.51,10
ORD-000193,PRD-0022,3,205.01,155.43,5
ORD-000194,PRD-0303,2,2750.34,2507.91,5
ORD-000194,PRD-0362,1,11024.94,9012.96,5
ORD-000194,PRD-0507,3,43.92,28.65,5
ORD-000195,PRD-0085,2,242.57,196.37,5
ORD-000195,PRD-0454,7,136.19,95.85,0
ORD-000195,PRD-0118,1,432.82,341.99,0
ORD-000196,PRD-0793,3,1086.29,610.88,0
ORD-000196,PRD-0543,5,45.88,30.81,5
ORD-000196,PRD-0661,2,211.04,164.88,0
ORD-000196,PRD-0513,7,50.27,37.13,0
ORD-000197,PRD-0042,1,337.65,268.56,8
ORD-000197,PRD-0681,4,493.94,420.16,8
ORD-000197,PRD-0139,1,438.24,331.5,0
ORD-000197,PRD-0485,9,50.4,37.69,10
ORD-000198,PRD-0173,5,184.43,147.09,0
ORD-000198,PRD-0756,4,1298.96,863.33,0
ORD-000198,PRD-0292,3,971.58,987.79,8
ORD-000198,PRD-0293,5,789.18,689.81,0
ORD-000199,PRD-0169,8,163.89,141.42,5
ORD-000199,PRD-0363,4,5869.87,4149.9,0
ORD-000199,PRD-0490,4,106.76,68.38,5
ORD-000199,PRD-0586,7,202.7,161.53,5
ORD-000200,PRD-0609,1,790.16,558.33,0
ORD-000201,PRD-0515,4,74.38,45.28,0
ORD-000201,PRD-0728,5,419.62,248.7,10
ORD-000202,PRD-0245,4,2817.74,2608.22,0
ORD-000203,PRD-0041,6,199.26,166.74,10
ORD-000203,PRD-0095,9,301.19,264.34,10
ORD-000203,PRD-0297,5,2192.54,2005.75,0
ORD-000203,PRD-0607,1,610.88,470.65,0
ORD-000203,PRD-0313,3,1314.28,1360.97,10
ORD-000204,PRD-0605,9,533.47,413.54,0
ORD-000204,PRD-0037,10,267.36,216.21,5
ORD-000204,PRD-0526,1,54.08,38.56,0
ORD-000205,PRD-0729,7,162.83,112.33,0
ORD-000205,PRD-0713,6,1830.53,946.69,0
ORD-000206,PRD-0031,3,329.68,254.23,0
ORD-000206,PRD-0115,3,272.28,208.5,0
ORD-000207,PRD-0263,1,2724.74,2785.97,8
ORD-000207,PRD-0532,5,178.21,122.56,8
