order_id,customer_id,rep_id,warehouse_id,order_date,ship_date,status
ORD-000110,CLI-00002,REP-003,WH-010,2025-09-07,2025-09-10,completed
ORD-000111,CLI-00002,REP-003,WH-010,2025-01-12,2025-01-13,completed
ORD-000112,CLI-00002,REP-003,WH-009,2024-03-08,2024-03-10,completed
ORD-000113,CLI-00002,REP-046,WH-010,2024-03-18,2024-03-23,completed
ORD-000114,CLI-00002,REP-003,WH-010,2025-01-07,2025-01-10,completed
ORD-000115,CLI-00002,REP-003,WH-010,2025-05-19,2025-05-20,shipped
ORD-000116,CLI-00002,REP-003,WH-009,2025-04-19,2025-04-29,completed
ORD-000117,CLI-00002,REP-003,WH-009,2025-07-23,2025-07-30,completed
ORD-000118,CLI-00002,REP-003,WH-009,2025-03-26,2025-04-09,cancelled
ORD-000119,CLI-00002,REP-003,WH-010,2025-12-06,2025-12-13,completed
ORD-000120,CLI-00002,REP-003,WH-009,2025-04-22,2025-04-24,completed
ORD-000121,CLI-00002,REP-003,WH-009,2025-04-12,2025-04-17,shipped
ORD-000122,CLI-00002,REP-050,WH-010,2025-03-08,2025-03-15,completed
ORD-000123,CLI-00003,REP-004,WH-001,2025-05-20,2025-05-30,shipped
ORD-000124,CLI-00003,REP-004,WH-001,2025-12-28,2026-01-02,shipped
ORD-000125,CLI-00003,REP-004,WH-002,2024-03-25,2024-03-28,completed
ORD-000126,CLI-00003,REP-004,WH-003,2024-08-16,2024-08-30,completed
ORD-000127,CLI-00003,REP-004,WH-002,2025-11-26,2025-11-29,shipped
ORD-000128,CLI-00003,REP-004,WH-003,2025-09-09,2025-09-23,completed
ORD-000129,CLI-00003,REP-004,WH-002,2025-09-11,2025-09-25,completed
ORD-000130,CLI-00003,REP-047,WH-002,2024-10-19,2024-10-22,completed
ORD-000131,CLI-00003,REP-004,WH-003,2025-06-20,2025-06-25,processing
ORD-000132,CLI-00003,REP-004,WH-002,2025-02-16,2025-03-09,completed
ORD-000133,CLI-00003,REP-004,WH-001,2024-06-13,2024-06-27,completed
ORD-000134,CLI-00003,REP-004,WH-002,2024-05-06,2024-05-08,completed
ORD-000135,CLI-00003,REP-004,WH-001,2024-05-25,2024-05-27,processing
ORD-000136,CLI-00003,REP-004,WH-001,2024-04-15,2024-04-20,cancelled
ORD-000137,CLI-00003,REP-004,WH-003,2024-11-19,2024-11-22,completed
ORD-000138,CLI-00003,REP-039,WH-001,2024-02-06,2024-02-11,cancelled
ORD-000139,CLI-00003,REP-004,WH-001,2024-10-11,2024-10-18,completed
ORD-000140,CLI-00003,REP-004,WH-003,2024-05-10,2024-05-15,completed
ORD-000141,CLI-00003,REP-004,WH-003,2025-03-11,2025-03-16,completed
ORD-000142,CLI-00003,REP-004,WH-003,2024-09-02,2024-09-12,completed
ORD-000143,CLI-00003,REP-004,WH-002,2024-12-06,2024-12-11,completed
ORD-000144,CLI-00003,REP-004,WH-001,2024-01-24,2024-01-27,completed
ORD-000145,CLI-00003,REP-004,WH-003,2024-11-13,2024-11-15,completed
ORD-000146,CLI-00003,REP-004,WH-001,2025-03-01,2025-03-04,completed
ORD-000147,CLI-00003,REP-004,WH-003,2024-05-09,2024-05-16,completed
ORD-000148,CLI-00003,REP-004,WH-003,2024-02-07,2024-02-14,shipped
ORD-000149,CLI-00003,REP-004,WH-003,2025-05-19,2025-06-02,completed
ORD-000150,CLI-00003,REP-004,WH-002,2025-10-14,2025-10-24,completed
ORD-000151,CLI-00003,REP-004,WH-003,2024-11-09,2024-11-10,completed
ORD-000152,CLI-00003,REP-004,WH-001,2025-06-20,2025-07-04,completed
ORD-000153,CLI-00003,REP-004,WH-003,2025-06-05,2025-06-12,shipped
ORD-000154,CLI-00003,REP-004,WH-003,2024-08-14,2024-08-17,completed
ORD-000155,CLI-00003,REP-004,WH-002,2024-06-17,2024-06-19,completed
ORD-000156,CLI-00003,REP-004,WH-001,2025-07-03,2025-07-08,completed
ORD-000157,CLI-00003,REP-004,WH-001,2025-09-22,2025-10-02,completed
ORD-000158,CLI-00003,REP-004,WH-003,2025-04-14,2025-04-19,completed
ORD-000159,CLI-00003,REP-004,WH-001,2025-01-27,2025-01-28,shipped
ORD-000160,CLI-00003,REP-004,WH-003,2024-03-22,2024-03-27,completed
ORD-000161,CLI-00003,REP-004,WH-002,2025-06-21,2025-06-28,completed
ORD-000162,CLI-00003,REP-004,WH-002,2025-09-09,2025-09-11,completed
ORD-000163,CLI-00003,REP-050,WH-001,2024-02-07,2024-02-21,processing
ORD-000164,CLI-00003,REP-054,WH-003,2025-06-24,2025-06-27,completed
ORD-000165,CLI-00003,REP-004,WH-003,2025-04-24,2025-04-29,completed
ORD-000166,CLI-00003,REP-004,WH-002,2024-05-09,2024-05-14,completed
ORD-000167,CLI-00003,REP-034,WH-002,2024-02-04,2024-02-18,shipped
ORD-000168,CLI-00003,REP-004,WH-003,2025-05-19,2025-05-24,completed
ORD-000169,CLI-00003,REP-001,WH-002,2025-03-20,2025-03-25,processing
ORD-000170,CLI-00003,REP-052,WH-002,2025-10-23,2025-11-06,completed
ORD-000171,CLI-00003,REP-004,WH-002,2025-07-15,2025-07-20,completed
ORD-000172,CLI-00003,REP-004,WH-003,2025-10-27,2025-11-10,completed
ORD-000173,CLI-00003,REP-004,WH-001,2025-11-05,2025-11-10,completed
ORD-000174,CLI-00003,REP-054,WH-003,2025-11-17,2025-11-19,completed
ORD-000175,CLI-00003,REP-009,WH-003,2025-02-03,2025-02-06,completed
ORD-000176,CLI-00003,REP-004,WH-001,2024-01-23,2024-01-28,completed
ORD-000177,CLI-00003,REP-004,WH-001,2025-11-12,2025-11-22,completed
ORD-000178,CLI-00003,REP-027,WH-001,2025-07-16,2025-07-23,completed
ORD-000179,CLI-00003,REP-004,WH-002,2025-11-06,2025-11-11,completed
ORD-000180,CLI-00003,REP-004,WH-003,2024-06-10,2024-06-15,shipped
ORD-000181,CLI-00003,REP-004,WH-001,2025-10-25,2025-10-28,completed
ORD-000182,CLI-00003,REP-004,WH-002,2025-06-05,2025-06-10,completed
ORD-000183,CLI-00003,REP-004,WH-002,2025-03-17,2025-03-22,completed
ORD-000184,CLI-00003,REP-004,WH-003,2025-05-22,2025-06-01,completed
ORD-000185,CLI-00003,REP-004,WH-003,2024-08-25,2024-08-28,completed
ORD-000186,CLI-00003,REP-004,WH-003,2024-11-01,2024-11-03,cancelled
ORD-000187,CLI-00003,REP-004,WH-001,2025-12-26,2026-01-09,completed
ORD-000188,CLI-00003,REP-004,WH-002,2025-06-03,2025-06-08,completed
ORD-000189,CLI-00003,REP-004,WH-001,2025-06-09,2025-06-12,completed
ORD-000190,CLI-00003,REP-029,WH-001,2024-04-20,2024-04-25,completed
ORD-000191,CLI-00003,REP-004,WH-001,2025-05-21,2025-05-24,processing
ORD-000192,CLI-00003,REP-004,WH-003,2025-04-17,2025-04-27,completed
ORD-000193,CLI-00003,REP-014,WH-002,2024-01-22,2024-01-24,completed
ORD-000194,CLI-00003,REP-004,WH-003,2025-11-12,2025-11-19,processing
ORD-000195,CLI-00003,REP-004,WH-002,2024-01-11,2024-01-16,completed
ORD-000196,CLI-00003,REP-004,WH-001,2025-08-05,2025-08-12,processing
ORD-000197,CLI-00003,REP-004,WH-002,2025-02-27,2025-03-04,completed
ORD-000198,CLI-00003,REP-004,WH-001,2024-03-02,2024-03-09,completed
ORD-000199,CLI-00003,REP-058,WH-001,2024-07-03,2024-07-10,completed
ORD-000200,CLI-00003,REP-004,WH-002,2025-02-26,2025-03-01,completed
ORD-000201,CLI-00003,REP-004,WH-003,2024-12-26,2025-01-02,cancelled
ORD-000202,CLI-00003,REP-004,WH-003,2025-09-20,2025-09-22,completed
ORD-000203,CLI-00003,REP-004,WH-001,2024-03-25,2024-03-27,completed
ORD-000204,CLI-00003,REP-004,WH-003,2024-05-14,2024-05-17,completed
ORD-000205,CLI-00003,REP-026,WH-002,2024-02-05,2024-02-08,completed
ORD-000206,CLI-00003,REP-004,WH-002,2024-08-19,2024-08-21,completed
ORD-000207,CLI-00003,REP-004,WH-002,2024-09-08,2024-09-15,completed
ORD-000208,CLI-00003,REP-030,WH-001,2025-06-25,2025-06-28,completed
ORD-000209,CLI-00003,REP-013,WH-003,2025-04-23,2025-05-14,completed
ORD-000210,CLI-00003,REP-016,WH-001,2024-05-20,2024-05-27,completed
ORD-000211,CLI-00003,REP-004,WH-002,2025-09-11,2025-09-12,processing
ORD-000212,CLI-00003,REP-004,WH-002,2024-03-10,2024-03-11,processing
ORD-000213,CLI-00003,REP-004,WH-001,2025-04-11,2025-04-12,completed
ORD-000214,CLI-00003,REP-004,WH-001,2025-07-04,2025-07-18,processing
ORD-000215,CLI-00003,REP-054,WH-003,2025-11-18,2025-11-20,completed
ORD-000216,CLI-00003,REP-004,WH-001,2025-02-08,2025-02-10,completed
ORD-000217,CLI-00003,REP-004,WH-002,2024-05-10,2024-05-12,completed
ORD-000218,CLI-00003,REP-004,WH-001,2024-06-23,2024-06-26,completed
ORD-000219,CLI-00003,REP-004,WH-002,2025-02-17,2025-02-20,completed
ORD-000220,CLI-00003,REP-004,WH-001,2025-11-25,2025-12-16,cancelled
ORD-000221,CLI-00003,REP-042,WH-001,2025-01-01,2025-01-03,completed
ORD-000222,CLI-00003,REP-014,WH-002,2025-08-24,2025-08-27,shipped
ORD-000223,CLI-00003,REP-004,WH-002,2025-10-21,2025-11-11,completed
ORD-000224,CLI-00003,REP-004,WH-003,2025-10-25,2025-10-26,completed
ORD-000225,CLI-00003,REP-008,WH-002,2025-11-11,2025-11-16,shipped
ORD-000226,CLI-00003,REP-004,WH-002,2025-10-23,2025-11-02,completed
ORD-000227,CLI-00003,REP-004,WH-001,2025-05-24,2025-06-03,completed
ORD-000228,CLI-00003,REP-004,WH-001,2024-07-08,2024-07-10,completed
ORD-000229,CLI-00003,REP-004,WH-002,2025-02-23,2025-02-28,cancelled
ORD-000230,CLI-00003,REP-021,WH-003,2025-03-23,2025-04-02,completed
ORD-000231,CLI-00003,REP-004,WH-002,2024-08-16,2024-08-21,processing
ORD-000232,CLI-00003,REP-004,WH-001,2024-12-16,2024-12-18,processing
ORD-000233,CLI-00003,REP-004,WH-001,2025-02-24,2025-03-01,cancelled
ORD-000234,CLI-00003,REP-016,WH-001,2025-09-03,2025-09-24,shipped
ORD-000235,CLI-00003,REP-004,WH-001,2025-11-28,2025-12-01,completed
ORD-000236,CLI-00004,REP-005,WH-004,2024-08-11,2024-08-14,shipped
ORD-000237,CLI-00004,REP-005,WH-005,2025-05-13,2025-05-14,processing
ORD-000238,CLI-00004,REP-005,WH-006,2025-10-07,2025-10-14,completed
ORD-000239,CLI-00004,REP-005,WH-006,2025-01-26,2025-02-02,completed
ORD-000240,CLI-00004,REP-005,WH-005,2025-06-28,2025-07-05,completed
ORD-000241,CLI-00004,REP-005,WH-006,2025-05-14,2025-05-17,completed
ORD-000242,CLI-00004,REP-005,WH-004,2024-10-26,2024-10-29,completed
ORD-000243,CLI-00004,REP-005,WH-004,2025-02-24,2025-03-10,cancelled
ORD-000244,CLI-00004,REP-005,WH-004,2024-09-27,2024-10-04,completed
ORD-000245,CLI-00004,REP-005,WH-006,2024-05-05,2024-05-10,completed
ORD-000246,CLI-00004,REP-005,WH-004,2025-12-23,2025-12-30,completed
ORD-000247,CLI-00004,REP-005,WH-006,2025-10-24,2025-11-03,completed
ORD-000248,CLI-00004,REP-005,WH-004,2024-11-02,2024-11-05,completed
ORD-000249,CLI-00004,REP-018,WH-005,2025-02-21,2025-02-26,completed
ORD-000250,CLI-00004,REP-005,WH-006,2025-09-22,2025-09-27,completed
ORD-000251,CLI-00004,REP-005,WH-006,2025-04-24,2025-04-26,completed
ORD-000252,CLI-00004,REP-028,WH-006,2024-07-15,2024-07-29,completed
ORD-000253,CLI-00004,REP-005,WH-004,2025-06-22,2025-07-02,completed
ORD-000254,CLI-00004,REP-005,WH-005,2025-07-12,2025-07-22,shipped
ORD-000255,CLI-00004,REP-005,WH-005,2025-05-22,2025-05-25,completed
ORD-000256,CLI-00004,REP-005,WH-004,2025-07-12,2025-07-14,completed
ORD-000257,CLI-00004,REP-005,WH-004,2024-05-05,2024-05-08,processing
ORD-000258,CLI-00004,REP-005,WH-006,2025-04-11,2025-04-14,completed
ORD-000259,CLI-00004,REP-005,WH-004,2024-03-02,2024-03-12,shipped
ORD-000260,CLI-00004,REP-005,WH-006,2024-03-24,2024-04-07,completed
ORD-000261,CLI-00004,REP-005,WH-005,2025-03-28,2025-03-31,shipped
ORD-000262,CLI-00004,REP-005,WH-004,2025-06-14,2025-06-21,completed
ORD-000263,CLI-00004,REP-005,WH-005,2025-04-25,2025-04-28,cancelled
ORD-000264,CLI-00004,REP-005,WH-004,2025-08-13,2025-08-27,completed
ORD-000265,CLI-00004,REP-005,WH-006,2024-04-15,2024-04-25,shipped
ORD-000266,CLI-00004,REP-005,WH-006,2025-03-02,2025-03-07,completed
ORD-000267,CLI-00004,REP-012,WH-004,2025-05-17,2025-05-20,completed
ORD-000268,CLI-00004,REP-005,WH-004,2024-03-28,2024-04-02,processing
ORD-000269,CLI-00004,REP-005,WH-004,2024-05-06,2024-05-16,shipped
ORD-000270,CLI-00004,REP-005,WH-006,2025-02-17,2025-02-20,completed
ORD-000271,CLI-00004,REP-005,WH-004,2025-03-11,2025-03-16,completed
ORD-000272,CLI-00004,REP-005,WH-006,2025-09-21,2025-09-26,completed
ORD-000273,CLI-00004,REP-005,WH-006,2025-10-19,2025-10-22,completed
ORD-000274,CLI-00004,REP-036,WH-006,2024-10-23,2024-11-02,cancelled
ORD-000275,CLI-00004,REP-005,WH-005,2024-04-12,2024-04-14,completed
ORD-000276,CLI-00004,REP-005,WH-005,2025-06-17,2025-06-20,completed
ORD-000277,CLI-00004,REP-005,WH-005,2024-09-21,2024-09-23,processing
ORD-000278,CLI-00004,REP-005,WH-006,2024-01-21,2024-01-23,completed
ORD-000279,CLI-00004,REP-005,WH-006,2025-03-12,2025-03-19,shipped
ORD-000280,CLI-00004,REP-005,WH-006,2025-10-11,2025-10-16,completed
ORD-000281,CLI-00004,REP-051,WH-005,2024-05-03,2024-05-10,completed
ORD-000282,CLI-00004,REP-005,WH-005,2025-12-18,2025-12-21,shipped
ORD-000283,CLI-00004,REP-005,WH-006,2025-04-19,2025-04-20,completed
ORD-000284,CLI-00004,REP-005,WH-004,2025-08-21,2025-08-31,completed
ORD-000285,CLI-00004,REP-042,WH-005,2025-08-10,2025-08-15,processing
ORD-000286,CLI-00004,REP-052,WH-005,2025-04-13,2025-04-18,completed
ORD-000287,CLI-00004,REP-005,WH-006,2025-02-10,2025-02-13,processing
ORD-000288,CLI-00004,REP-005,WH-005,2025-02-26,2025-03-01,completed
ORD-000289,CLI-00004,REP-005,WH-005,2025-11-20,2025-12-11,completed
ORD-000290,CLI-00004,REP-005,WH-004,2025-03-16,2025-03-26,completed
ORD-000291,CLI-00004,REP-005,WH-006,2025-03-06,2025-03-09,completed
ORD-000292,CLI-00004,REP-005,WH-004,2025-04-13,2025-04-18,completed
ORD-000293,CLI-00004,REP-005,WH-004,2024-11-08,2024-11-15,completed
ORD-000294,CLI-00004,REP-005,WH-004,2024-04-05,2024-04-07,completed
ORD-000295,CLI-00004,REP-005,WH-006,2025-11-08,2025-11-15,completed
ORD-000296,CLI-00004,REP-055,WH-004,2025-11-16,2025-11-19,completed
ORD-000297,CLI-00004,REP-005,WH-006,2024-05-17,2024-05-19,processing
ORD-000298,CLI-00004,REP-052,WH-004,2025-05-15,2025-05-20,completed
ORD-000299,CLI-00004,REP-010,WH-004,2025-05-25,2025-05-30,shipped
ORD-000300,CLI-00004,REP-005,WH-005,2024-09-18,2024-09-19,completed
ORD-000301,CLI-00004,REP-005,WH-005,2024-09-18,2024-09-23,shipped
ORD-000302,CLI-00004,REP-005,WH-004,2024-07-20,2024-07-23,completed
ORD-000303,CLI-00004,REP-005,WH-005,2025-06-10,2025-06-24,completed
ORD-000304,CLI-00004,REP-014,WH-004,2025-11-12,2025-11-15,completed
ORD-000305,CLI-00004,REP-005,WH-004,2025-11-06,2025-11-16,completed
ORD-000306,CLI-00004,REP-005,WH-005,2025-04-20,2025-04-27,shipped
ORD-000307,CLI-00004,REP-005,WH-005,2025-05-23,2025-06-02,completed
ORD-000308,CLI-00004,REP-005,WH-004,2025-06-16,2025-06-21,completed
ORD-000309,CLI-00004,REP-001,WH-005,2024-11-11,2024-11-12,completed
ORD-000310,CLI-00004,REP-005,WH-005,2024-04-15,2024-04-18,completed
ORD-000311,CLI-00004,REP-008,WH-004,2024-12-05,2024-12-26,shipped
ORD-000312,CLI-00004,REP-005,WH-004,2025-07-09,2025-07-11,completed
ORD-000313,CLI-00004,REP-005,WH-004,2025-09-12,2025-10-03,completed
ORD-000314,CLI-00004,REP-005,WH-005,2025-11-18,2025-11-21,completed
ORD-000315,CLI-00004,REP-005,WH-005,2025-02-17,2025-03-10,completed
ORD-000316,CLI-00004,REP-005,WH-006,2024-04-17,2024-04-24,completed
ORD-000317,CLI-00004,REP-014,WH-005,2025-02-08,2025-02-15,completed
ORD-000318,CLI-00004,REP-020,WH-004,2025-03-26,2025-03-28,completed
ORD-000319,CLI-00004,REP-008,WH-005,2024-03-20,2024-03-30,processing
ORD-000320,CLI-00004,REP-005,WH-005,2024-04-01,2024-04-03,completed
ORD-000321,CLI-00004,REP-005,WH-005,2024-12-20,2024-12-21,completed
ORD-000322,CLI-00004,REP-005,WH-005,2025-06-01,2025-06-06,completed
ORD-000323,CLI-00004,REP-005,WH-004,2024-09-15,2024-09-18,completed
ORD-000324,CLI-00004,REP-005,WH-005,2025-05-22,2025-05-24,completed
ORD-000325,CLI-00004,REP-005,WH-004,2024-04-20,2024-05-04,completed
ORD-000326,CLI-00004,REP-044,WH-006,2025-06-14,2025-06-21,completed
ORD-000327,CLI-00004,REP-005,WH-005,2025-05-20,2025-06-03,processing
ORD-000328,CLI-00004,REP-005,WH-005,2025-03-16,2025-03-21,completed
ORD-000329,CLI-00004,REP-005,WH-005,2025-09-12,2025-09-17,processing
ORD-000330,CLI-00004,REP-005,WH-004,2025-09-22,2025-09-27,completed
ORD-000331,CLI-00004,REP-005,WH-004,2025-10-02,2025-10-07,completed
ORD-000332,CLI-00004,REP-005,WH-006,2024-03-20,2024-03-23,completed
ORD-000333,CLI-00004,REP-046,WH-005,2025-05-24,2025-05-27,shipped
ORD-000334,CLI-00004,REP-005,WH-005,2025-10-15,2025-10-18,processing
ORD-000335,CLI-00004,REP-005,WH-005,2024-09-08,2024-09-18,completed
ORD-000336,CLI-00004,REP-005,WH-006,2024-11-01,2024-11-06,completed
ORD-000337,CLI-00004,REP-005,WH-004,2025-12-28,2025-12-31,processing
ORD-000338,CLI-00004,REP-005,WH-006,2024-03-11,2024-03-21,completed
