timestamp,batterie_id,site_id,soc_pct,puissance_mw,temperature_c,cycles_vie
2025-01-20 03:45:00,BAT_001,SITE_IND_001,71.1,0.381,19.5,2378
2025-01-20 03:45:00,BAT_002,SITE_IND_002,71.8,0.558,26.8,2791
2025-01-20 03:45:00,BAT_003,SITE_RES_001,71.0,0.096,33.0,2835
2025-01-20 04:00:00,BAT_001,SITE_IND_001,,,23.2,1236
2025-01-20 04:00:00,BAT_002,SITE_IND_002,73.0,0.343,28.5,2107
2025-01-20 04:00:00,BAT_003,SITE_RES_001,71.9,0.069,30.4,1433
2025-01-20 04:15:00,BAT_001,SITE_IND_001,73.0,0.302,29.1,2933
2025-01-20 04:15:00,BAT_002,SITE_IND_002,74.5,0.417,23.4,1183
2025-01-20 04:15:00,BAT_003,SITE_RES_001,72.5,0.053,19.5,2465
2025-01-20 04:30:00,BAT_001,SITE_IND_001,73.6,0.218,14.0,2902
2025-01-20 04:30:00,BAT_002,SITE_IND_002,76.4,0.53,23.7,2848
2025-01-20 04:30:00,BAT_003,SITE_RES_001,73.6,0.086,30.9,1574
2025-01-20 04:45:00,BAT_001,SITE_IND_001,74.4,0.332,19.4,1527
2025-01-20 04:45:00,BAT_002,SITE_IND_002,77.9,0.42,28.5,2948
2025-01-20 04:45:00,BAT_003,SITE_RES_001,75.5,0.148,20.2,1252
2025-01-20 05:00:00,BAT_001,SITE_IND_001,75.9,0.599,25.5,2889
2025-01-20 05:00:00,BAT_002,SITE_IND_002,79.2,0.365,28.5,2485
2025-01-20 05:00:00,BAT_003,SITE_RES_001,76.7,0.099,21.7,2629
2025-01-20 05:15:00,BAT_001,SITE_IND_001,77.4,0.615,25.9,2785
2025-01-20 05:15:00,BAT_002,SITE_IND_002,80.1,0.234,22.9,2179
2025-01-20 05:15:00,BAT_003,SITE_RES_001,78.3,0.132,28.5,2230
2025-01-20 05:30:00,BAT_001,SITE_IND_001,78.0,0.239,26.2,1702
2025-01-20 05:30:00,BAT_002,SITE_IND_002,81.1,0.298,25.3,2469
2025-01-20 05:30:00,BAT_003,SITE_RES_001,80.0,0.129,32.8,2484
2025-01-20 05:45:00,BAT_001,SITE_IND_001,79.1,0.429,28.3,2315
2025-01-20 05:45:00,BAT_002,SITE_IND_002,82.8,0.47,21.5,2978
2025-01-20 05:45:00,BAT_003,SITE_RES_001,81.7,0.143,24.6,2655
2025-01-20 06:00:00,BAT_001,SITE_IND_001,,,24.6,1530
2025-01-20 06:00:00,BAT_002,SITE_IND_002,82.4,-0.108,25.4,1179
2025-01-20 06:00:00,BAT_003,SITE_RES_001,,,37.6,1696
2025-01-20 06:15:00,BAT_001,SITE_IND_001,79.1,0.096,26.9,2919
2025-01-20 06:15:00,BAT_002,SITE_IND_002,82.1,-0.087,14.8,2929
2025-01-20 06:15:00,BAT_003,SITE_RES_001,81.0,-0.031,22.3,1753
2025-01-20 06:30:00,BAT_001,SITE_IND_001,78.7,-0.149,15.3,1641
2025-01-20 06:30:00,BAT_002,SITE_IND_002,82.6,0.127,23.4,2181
2025-01-20 06:30:00,BAT_003,SITE_RES_001,81.2,0.019,15.1,1636
2025-01-20 06:45:00,BAT_001,SITE_IND_001,,,20.6,2096
2025-01-20 06:45:00,BAT_002,SITE_IND_002,82.3,-0.087,17.4,1794
2025-01-20 06:45:00,BAT_003,SITE_RES_001,81.7,0.038,26.9,1654
2025-01-20 07:00:00,BAT_001,SITE_IND_001,78.5,0.109,25.0,2633
2025-01-20 07:00:00,BAT_002,SITE_IND_002,82.4,0.05,26.5,2631
2025-01-20 07:00:00,BAT_003,SITE_RES_001,81.3,-0.03,24.5,2359
2025-01-20 07:15:00,BAT_001,SITE_IND_001,78.6,0.041,18.0,1454
2025-01-20 07:15:00,BAT_002,SITE_IND_002,82.0,-0.11,27.6,1018
2025-01-20 07:15:00,BAT_003,SITE_RES_001,81.4,0.003,34.6,1943
2025-01-20 07:30:00,BAT_001,SITE_IND_001,78.4,-0.074,27.0,2671
2025-01-20 07:30:00,BAT_002,SITE_IND_002,82.5,0.124,22.9,2714
2025-01-20 07:30:00,BAT_003,SITE_RES_001,81.1,-0.022,17.9,2392
2025-01-20 07:45:00,BAT_001,SITE_IND_001,78.4,-0.018,20.5,2231
2025-01-20 07:45:00,BAT_002,SITE_IND_002,82.3,-0.061,27.3,2529
2025-01-20 07:45:00,BAT_003,SITE_RES_001,81.2,0.013,30.4,2641
2025-01-20 08:00:00,BAT_001,SITE_IND_001,78.7,0.131,26.3,1070
2025-01-20 08:00:00,BAT_002,SITE_IND_002,82.4,0.028,29.0,1632
2025-01-20 08:00:00,BAT_003,SITE_RES_001,81.2,0.0,28.5,2410
2025-01-20 08:15:00,BAT_001,SITE_IND_001,,,27.5,2736
2025-01-20 08:15:00,BAT_002,SITE_IND_002,82.6,0.058,21.7,1979
2025-01-20 08:15:00,BAT_003,SITE_RES_001,81.4,0.01,25.9,1441
2025-01-20 08:30:00,BAT_001,SITE_IND_001,,,20.8,2442
2025-01-20 08:30:00,BAT_002,SITE_IND_002,83.0,0.131,25.1,1120
2025-01-20 08:30:00,BAT_003,SITE_RES_001,81.9,0.038,26.7,1682
2025-01-20 08:45:00,BAT_001,SITE_IND_001,78.0,-0.139,33.4,2467
2025-01-20 08:45:00,BAT_002,SITE_IND_002,82.8,-0.081,18.5,2500
2025-01-20 08:45:00,BAT_003,SITE_RES_001,82.3,0.035,27.4,1460
2025-01-20 09:00:00,BAT_001,SITE_IND_001,78.2,0.08,32.4,1107
2025-01-20 09:00:00,BAT_002,SITE_IND_002,83.2,0.118,28.8,2589
2025-01-20 09:00:00,BAT_003,SITE_RES_001,82.0,-0.026,29.2,1998
2025-01-20 09:15:00,BAT_001,SITE_IND_001,78.4,0.091,27.9,1612
2025-01-20 09:15:00,BAT_002,SITE_IND_002,83.7,0.136,31.5,2350
2025-01-20 09:15:00,BAT_003,SITE_RES_001,82.4,0.033,19.6,1326
2025-01-20 09:30:00,BAT_001,SITE_IND_001,78.9,0.196,18.1,2122
2025-01-20 09:30:00,BAT_002,SITE_IND_002,83.6,-0.03,25.0,1865
2025-01-20 09:30:00,BAT_003,SITE_RES_001,82.6,0.014,14.2,1713
2025-01-20 09:45:00,BAT_001,SITE_IND_001,79.2,0.103,31.2,1800
2025-01-20 09:45:00,BAT_002,SITE_IND_002,83.1,-0.12,31.1,2488
2025-01-20 09:45:00,BAT_003,SITE_RES_001,82.3,-0.017,22.8,2426
2025-01-20 10:00:00,BAT_001,SITE_IND_001,79.6,0.169,23.1,2435
2025-01-20 10:00:00,BAT_002,SITE_IND_002,83.5,0.1,24.6,1806
2025-01-20 10:00:00,BAT_003,SITE_RES_001,81.9,-0.032,25.3,1662
2025-01-20 10:15:00,BAT_001,SITE_IND_001,79.8,0.101,25.6,2188
2025-01-20 10:15:00,BAT_002,SITE_IND_002,83.8,0.102,27.8,1110
2025-01-20 10:15:00,BAT_003,SITE_RES_001,82.3,0.028,24.1,2453
2025-01-20 10:30:00,BAT_001,SITE_IND_001,79.7,-0.078,29.7,2340
2025-01-20 10:30:00,BAT_002,SITE_IND_002,83.5,-0.094,27.2,1281
2025-01-20 10:30:00,BAT_003,SITE_RES_001,82.2,-0.005,22.0,1988
2025-01-20 10:45:00,BAT_001,SITE_IND_001,79.4,-0.084,31.7,1296
2025-01-20 10:45:00,BAT_002,SITE_IND_002,83.2,-0.081,18.2,2647
2025-01-20 10:45:00,BAT_003,SITE_RES_001,82.5,0.02,24.5,2505
2025-01-20 11:00:00,BAT_001,SITE_IND_001,79.6,0.06,29.8,1741
2025-01-20 11:00:00,BAT_002,SITE_IND_002,83.4,0.063,21.4,2178
2025-01-20 11:00:00,BAT_003,SITE_RES_001,82.1,-0.032,26.5,2608
2025-01-20 11:15:00,BAT_001,SITE_IND_001,80.1,0.195,27.7,1302
2025-01-20 11:15:00,BAT_002,SITE_IND_002,83.3,-0.035,20.7,1874
2025-01-20 11:15:00,BAT_003,SITE_RES_001,82.3,0.014,24.6,1344
2025-01-20 11:30:00,BAT_001,SITE_IND_001,80.5,0.17,24.2,1196
2025-01-20 11:30:00,BAT_002,SITE_IND_002,83.2,-0.04,22.2,1970
2025-01-20 11:30:00,BAT_003,SITE_RES_001,81.9,-0.026,36.5,1107
2025-01-20 11:45:00,BAT_001,SITE_IND_001,80.1,-0.153,21.2,2055
2025-01-20 11:45:00,BAT_002,SITE_IND_002,83.3,0.042,30.0,2215
2025-01-20 11:45:00,BAT_003,SITE_RES_001,81.9,-0.005,23.0,1304
2025-01-20 12:00:00,BAT_001,SITE_IND_001,80.3,0.051,19.6,1827
2025-01-20 12:00:00,BAT_002,SITE_IND_002,83.1,-0.071,25.5,1243
2025-01-20 12:00:00,BAT_003,SITE_RES_001,81.6,-0.021,28.2,2000
2025-01-20 12:15:00,BAT_001,SITE_IND_001,80.1,-0.079,29.6,2220
2025-01-20 12:15:00,BAT_002,SITE_IND_002,83.5,0.127,32.8,2336
2025-01-20 12:15:00,BAT_003,SITE_RES_001,81.9,0.02,39.7,2588
2025-01-20 12:30:00,BAT_001,SITE_IND_001,80.2,0.077,26.3,2628
2025-01-20 12:30:00,BAT_002,SITE_IND_002,83.7,0.048,21.7,1183
2025-01-20 12:30:00,BAT_003,SITE_RES_001,82.1,0.022,27.3,2771
2025-01-20 12:45:00,BAT_001,SITE_IND_001,80.6,0.127,23.7,1782
2025-01-20 12:45:00,BAT_002,SITE_IND_002,83.5,-0.063,29.6,2337
2025-01-20 12:45:00,BAT_003,SITE_RES_001,82.1,-0.004,18.5,1023
2025-01-20 13:00:00,BAT_001,SITE_IND_001,80.2,-0.152,36.8,1169
2025-01-20 13:00:00,BAT_002,SITE_IND_002,83.1,-0.106,29.3,2313
2025-01-20 13:00:00,BAT_003,SITE_RES_001,82.2,0.014,16.6,2043
2025-01-20 13:15:00,BAT_001,SITE_IND_001,79.9,-0.11,21.5,2201
2025-01-20 13:15:00,BAT_002,SITE_IND_002,83.2,0.02,29.1,2172
2025-01-20 13:15:00,BAT_003,SITE_RES_001,82.2,-0.002,30.9,2420
2025-01-20 13:30:00,BAT_001,SITE_IND_001,80.2,0.098,18.6,2626
2025-01-20 13:30:00,BAT_002,SITE_IND_002,83.3,0.026,28.6,1786
2025-01-20 13:30:00,BAT_003,SITE_RES_001,82.2,-0.001,15.3,2320
2025-01-20 13:45:00,BAT_001,SITE_IND_001,80.4,0.081,24.6,1611
2025-01-20 13:45:00,BAT_002,SITE_IND_002,83.3,0.02,30.6,1203
2025-01-20 13:45:00,BAT_003,SITE_RES_001,82.0,-0.014,22.2,2461
2025-01-20 14:00:00,BAT_001,SITE_IND_001,80.8,0.164,17.5,2628
2025-01-20 14:00:00,BAT_002,SITE_IND_002,83.4,0.011,25.7,1830
2025-01-20 14:00:00,BAT_003,SITE_RES_001,82.4,0.025,22.0,1040
2025-01-20 14:15:00,BAT_001,SITE_IND_001,80.7,-0.042,28.1,2674
2025-01-20 14:15:00,BAT_002,SITE_IND_002,,,20.6,2663
2025-01-20 14:15:00,BAT_003,SITE_RES_001,82.4,0.002,21.1,1130
2025-01-20 14:30:00,BAT_001,SITE_IND_001,80.7,0.008,14.9,2197
2025-01-20 14:30:00,BAT_002,SITE_IND_002,83.4,0.011,25.8,2676
2025-01-20 14:30:00,BAT_003,SITE_RES_001,82.7,0.023,24.2,1254
2025-01-20 14:45:00,BAT_001,SITE_IND_001,80.9,0.101,19.1,1424
2025-01-20 14:45:00,BAT_002,SITE_IND_002,83.9,0.13,26.0,2838
2025-01-20 14:45:00,BAT_003,SITE_RES_001,82.3,-0.031,30.1,2765
2025-01-20 15:00:00,BAT_001,SITE_IND_001,81.0,0.04,23.9,1368
2025-01-20 15:00:00,BAT_002,SITE_IND_002,83.4,-0.139,26.3,1915
2025-01-20 15:00:00,BAT_003,SITE_RES_001,82.6,0.024,26.4,1251
2025-01-20 15:15:00,BAT_001,SITE_IND_001,80.6,-0.184,19.0,2177
2025-01-20 15:15:00,BAT_002,SITE_IND_002,83.1,-0.082,35.3,1330
2025-01-20 15:15:00,BAT_003,SITE_RES_001,82.2,-0.033,22.6,1525
2025-01-20 15:30:00,BAT_001,SITE_IND_001,80.9,0.141,28.3,1071
2025-01-20 15:30:00,BAT_002,SITE_IND_002,82.7,-0.116,28.8,1255
2025-01-20 15:30:00,BAT_003,SITE_RES_001,82.2,0.0,24.3,1744
2025-01-20 15:45:00,BAT_001,SITE_IND_001,81.4,0.187,28.0,1351
2025-01-20 15:45:00,BAT_002,SITE_IND_002,82.6,-0.022,26.2,2935
2025-01-20 15:45:00,BAT_003,SITE_RES_001,82.3,0.013,17.9,1508
2025-01-20 16:00:00,BAT_001,SITE_IND_001,81.2,-0.08,23.3,2937
2025-01-20 16:00:00,BAT_002,SITE_IND_002,,,21.9,2852
2025-01-20 16:00:00,BAT_003,SITE_RES_001,82.6,0.023,22.7,2349
2025-01-20 16:15:00,BAT_001,SITE_IND_001,81.2,0.014,18.5,1286
2025-01-20 16:15:00,BAT_002,SITE_IND_002,83.2,0.022,30.6,2423
2025-01-20 16:15:00,BAT_003,SITE_RES_001,82.4,-0.015,33.0,2865
2025-01-20 16:30:00,BAT_001,SITE_IND_001,81.7,0.194,29.9,1721
2025-01-20 16:30:00,BAT_002,SITE_IND_002,83.3,0.03,31.4,2045
2025-01-20 16:30:00,BAT_003,SITE_RES_001,82.1,-0.023,23.3,1202
2025-01-20 16:45:00,BAT_001,SITE_IND_001,81.9,0.065,21.8,1091
2025-01-20 16:45:00,BAT_002,SITE_IND_002,83.0,-0.074,21.1,1385
2025-01-20 16:45:00,BAT_003,SITE_RES_001,81.8,-0.029,28.2,2753
2025-01-20 17:00:00,BAT_001,SITE_IND_001,80.5,-0.534,26.1,2960
2025-01-20 17:00:00,BAT_002,SITE_IND_002,80.3,-0.765,24.6,2130
2025-01-20 17:00:00,BAT_003,SITE_RES_001,79.2,-0.205,31.5,1735
2025-01-20 17:15:00,BAT_001,SITE_IND_001,78.1,-0.978,27.0,2493
2025-01-20 17:15:00,BAT_002,SITE_IND_002,78.5,-0.492,20.8,1152
2025-01-20 17:15:00,BAT_003,SITE_RES_001,77.3,-0.152,21.6,1533
2025-01-20 17:30:00,BAT_001,SITE_IND_001,75.9,-0.895,28.4,2850
2025-01-20 17:30:00,BAT_002,SITE_IND_002,75.8,-0.749,30.2,1934
2025-01-20 17:30:00,BAT_003,SITE_RES_001,74.5,-0.227,27.8,1520
2025-01-20 17:45:00,BAT_001,SITE_IND_001,74.2,-0.659,34.5,2925
2025-01-20 17:45:00,BAT_002,SITE_IND_002,74.2,-0.451,33.2,2097
2025-01-20 17:45:00,BAT_003,SITE_RES_001,71.9,-0.207,27.2,2289
2025-01-20 18:00:00,BAT_001,SITE_IND_001,72.7,-0.614,20.8,2296
2025-01-20 18:00:00,BAT_002,SITE_IND_002,72.6,-0.45,18.5,1394
2025-01-20 18:00:00,BAT_003,SITE_RES_001,70.3,-0.126,23.1,2154
2025-01-20 18:15:00,BAT_001,SITE_IND_001,71.0,-0.674,28.8,2680
2025-01-20 18:15:00,BAT_002,SITE_IND_002,70.6,-0.554,34.1,1335
2025-01-20 18:15:00,BAT_003,SITE_RES_001,68.2,-0.173,27.1,1314
2025-01-20 18:30:00,BAT_001,SITE_IND_001,68.6,-0.947,30.8,2613
2025-01-20 18:30:00,BAT_002,SITE_IND_002,68.5,-0.597,23.8,1053
2025-01-20 18:30:00,BAT_003,SITE_RES_001,67.1,-0.086,28.1,1506
2025-01-20 18:45:00,BAT_001,SITE_IND_001,65.8,-1.138,29.1,1255
2025-01-20 18:45:00,BAT_002,SITE_IND_002,66.6,-0.542,15.1,2400
2025-01-20 18:45:00,BAT_003,SITE_RES_001,65.2,-0.152,22.9,1135
2025-01-20 19:00:00,BAT_001,SITE_IND_001,,,29.7,1182
2025-01-20 19:00:00,BAT_002,SITE_IND_002,64.3,-0.637,26.4,1683
2025-01-20 19:00:00,BAT_003,SITE_RES_001,63.7,-0.116,19.0,1299
2025-01-20 19:15:00,BAT_001,SITE_IND_001,62.2,-0.505,12.8,1462
2025-01-20 19:15:00,BAT_002,SITE_IND_002,61.8,-0.687,23.2,1200
2025-01-20 19:15:00,BAT_003,SITE_RES_001,61.5,-0.18,24.6,2984
2025-01-20 19:30:00,BAT_001,SITE_IND_001,59.6,-1.022,20.6,2949
2025-01-20 19:30:00,BAT_002,SITE_IND_002,59.1,-0.781,25.7,2895
2025-01-20 19:30:00,BAT_003,SITE_RES_001,58.7,-0.22,27.5,2078
2025-01-20 19:45:00,BAT_001,SITE_IND_001,58.1,-0.617,28.4,1627
2025-01-20 19:45:00,BAT_002,SITE_IND_002,57.2,-0.51,13.2,2652
2025-01-20 19:45:00,BAT_003,SITE_RES_001,56.7,-0.162,18.4,2083
2025-01-20 20:00:00,BAT_001,SITE_IND_001,55.8,-0.921,23.5,2171
2025-01-20 20:00:00,BAT_002,SITE_IND_002,56.0,-0.355,27.9,2129
2025-01-20 20:00:00,BAT_003,SITE_RES_001,54.3,-0.197,27.4,1202
2025-01-20 20:15:00,BAT_001,SITE_IND_001,54.6,-0.483,27.4,1349
2025-01-20 20:15:00,BAT_002,SITE_IND_002,53.6,-0.662,23.1,2539
2025-01-20 20:15:00,BAT_003,SITE_RES_001,52.0,-0.178,23.4,1706
2025-01-20 20:30:00,BAT_001,SITE_IND_001,53.2,-0.555,21.4,2388
2025-01-20 20:30:00,BAT_002,SITE_IND_002,52.5,-0.298,28.8,2088
2025-01-20 20:30:00,BAT_003,SITE_RES_001,,,20.4,2806
2025-01-20 20:45:00,BAT_001,SITE_IND_001,51.9,-0.52,29.3,1976
2025-01-20 20:45:00,BAT_002,SITE_IND_002,50.7,-0.508,26.0,1530
2025-01-20 20:45:00,BAT_003,SITE_RES_001,47.2,-0.238,24.8,2051
2025-01-20 21:00:00,BAT_001,SITE_IND_001,52.1,0.085,21.7,2346
2025-01-20 21:00:00,BAT_002,SITE_IND_002,50.3,-0.105,18.2,1775
2025-01-20 21:00:00,BAT_003,SITE_RES_001,47.2,0.005,21.8,1547
2025-01-20 21:15:00,BAT_001,SITE_IND_001,51.6,-0.179,23.3,2485
2025-01-20 21:15:00,BAT_002,SITE_IND_002,50.5,0.039,13.2,1758
2025-01-20 21:15:00,BAT_003,SITE_RES_001,47.4,0.017,24.0,1510
2025-01-20 21:30:00,BAT_001,SITE_IND_001,,,29.6,1856
2025-01-20 21:30:00,BAT_002,SITE_IND_002,50.7,0.058,27.8,1374
2025-01-20 21:30:00,BAT_003,SITE_RES_001,47.4,-0.005,22.5,1724
2025-01-20 21:45:00,BAT_001,SITE_IND_001,52.1,0.119,25.2,2028
2025-01-20 21:45:00,BAT_002,SITE_IND_002,50.5,-0.06,22.2,2950
2025-01-20 21:45:00,BAT_003,SITE_RES_001,47.3,-0.006,25.7,2928
2025-01-20 22:00:00,BAT_001,SITE_IND_001,53.7,0.631,32.7,2891
2025-01-20 22:00:00,BAT_002,SITE_IND_002,52.2,0.482,29.8,1625
2025-01-20 22:00:00,BAT_003,SITE_RES_001,48.8,0.116,27.6,1178
2025-01-20 22:15:00,BAT_001,SITE_IND_001,55.6,0.768,22.5,1832
2025-01-20 22:15:00,BAT_002,SITE_IND_002,53.9,0.464,28.7,2731
2025-01-20 22:15:00,BAT_003,SITE_RES_001,49.4,0.051,16.6,1162
2025-01-20 22:30:00,BAT_001,SITE_IND_001,56.2,0.246,23.7,1491
2025-01-20 22:30:00,BAT_002,SITE_IND_002,55.8,0.537,27.9,1338
2025-01-20 22:30:00,BAT_003,SITE_RES_001,50.8,0.109,28.7,1173
2025-01-20 22:45:00,BAT_001,SITE_IND_001,57.8,0.646,28.3,2134
2025-01-20 22:45:00,BAT_002,SITE_IND_002,57.7,0.53,26.5,2655
2025-01-20 22:45:00,BAT_003,SITE_RES_001,52.6,0.145,24.0,2970
2025-01-20 23:00:00,BAT_001,SITE_IND_001,59.8,0.769,27.7,2386
2025-01-20 23:00:00,BAT_002,SITE_IND_002,58.9,0.354,20.2,2496
2025-01-20 23:00:00,BAT_003,SITE_RES_001,53.3,0.056,20.8,2019
2025-01-20 23:15:00,BAT_001,SITE_IND_001,61.0,0.509,25.3,2386
2025-01-20 23:15:00,BAT_002,SITE_IND_002,60.8,0.513,25.9,2429
2025-01-20 23:15:00,BAT_003,SITE_RES_001,54.0,0.055,15.9,1028
2025-01-20 23:30:00,BAT_001,SITE_IND_001,62.5,0.57,27.3,2865
2025-01-20 23:30:00,BAT_002,SITE_IND_002,62.5,0.489,28.9,1014
2025-01-20 23:30:00,BAT_003,SITE_RES_001,55.5,0.126,24.6,2438
2025-01-20 23:45:00,BAT_001,SITE_IND_001,63.8,0.521,36.9,1706
2025-01-20 23:45:00,BAT_002,SITE_IND_002,63.4,0.243,21.6,2513
2025-01-20 23:45:00,BAT_003,SITE_RES_001,57.0,0.119,23.2,2885
2025-01-21 00:00:00,BAT_001,SITE_IND_001,65.5,0.694,23.0,2802
2025-01-21 00:00:00,BAT_002,SITE_IND_002,65.3,0.537,24.6,2400
2025-01-21 00:00:00,BAT_003,SITE_RES_001,58.4,0.113,23.4,2243
2025-01-21 00:15:00,BAT_001,SITE_IND_001,66.7,0.469,18.0,1345
2025-01-21 00:15:00,BAT_002,SITE_IND_002,66.8,0.423,22.3,2806
2025-01-21 00:15:00,BAT_003,SITE_RES_001,60.1,0.132,24.5,2850
2025-01-21 00:30:00,BAT_001,SITE_IND_001,67.5,0.335,31.1,1153
2025-01-21 00:30:00,BAT_002,SITE_IND_002,67.9,0.294,36.0,1273
2025-01-21 00:30:00,BAT_003,SITE_RES_001,,,31.7,2950
2025-01-21 00:45:00,BAT_001,SITE_IND_001,68.1,0.231,21.1,2014
2025-01-21 00:45:00,BAT_002,SITE_IND_002,68.9,0.299,21.5,1764
2025-01-21 00:45:00,BAT_003,SITE_RES_001,63.3,0.156,24.2,1692
2025-01-21 01:00:00,BAT_001,SITE_IND_001,70.0,0.748,33.9,1511
2025-01-21 01:00:00,BAT_002,SITE_IND_002,70.7,0.489,24.2,2742
2025-01-21 01:00:00,BAT_003,SITE_RES_001,65.0,0.132,18.4,1241
2025-01-21 01:15:00,BAT_001,SITE_IND_001,70.9,0.374,22.5,1989
2025-01-21 01:15:00,BAT_002,SITE_IND_002,71.6,0.263,28.8,1436
2025-01-21 01:15:00,BAT_003,SITE_RES_001,65.5,0.04,28.4,2292
2025-01-21 01:30:00,BAT_001,SITE_IND_001,72.3,0.541,24.0,1445
2025-01-21 01:30:00,BAT_002,SITE_IND_002,73.5,0.528,28.4,2902
2025-01-21 01:30:00,BAT_003,SITE_RES_001,67.4,0.152,13.6,2316
2025-01-21 01:45:00,BAT_001,SITE_IND_001,73.5,0.509,25.5,2829
2025-01-21 01:45:00,BAT_002,SITE_IND_002,74.1,0.155,29.3,1948
2025-01-21 01:45:00,BAT_003,SITE_RES_001,69.2,0.147,20.8,2737
2025-01-21 02:00:00,BAT_001,SITE_IND_001,74.8,0.493,20.8,1728
2025-01-21 02:00:00,BAT_002,SITE_IND_002,74.6,0.142,15.7,1942
2025-01-21 02:00:00,BAT_003,SITE_RES_001,70.2,0.079,32.9,1724
2025-01-21 02:15:00,BAT_001,SITE_IND_001,75.4,0.264,21.4,1716
2025-01-21 02:15:00,BAT_002,SITE_IND_002,76.4,0.514,26.2,1381
2025-01-21 02:15:00,BAT_003,SITE_RES_001,71.3,0.088,28.0,1018
2025-01-21 02:30:00,BAT_001,SITE_IND_001,76.1,0.261,32.6,2007
2025-01-21 02:30:00,BAT_002,SITE_IND_002,77.2,0.223,24.2,2083
2025-01-21 02:30:00,BAT_003,SITE_RES_001,72.6,0.102,22.3,1314
2025-01-21 02:45:00,BAT_001,SITE_IND_001,77.2,0.446,25.9,2870
2025-01-21 02:45:00,BAT_002,SITE_IND_002,78.4,0.345,31.4,1318
