timestamp,site_id,consommation_mw,tension_v,frequence_hz,status_capteur
2025-01-20 01:30:00,SITE_IND_001,1.558,229.6,49.81,OK
2025-01-20 01:30:00,SITE_IND_002,1.046,230.3,50.25,OK
2025-01-20 01:30:00,SITE_COM_001,0.194,231.5,50.0,OK
2025-01-20 01:30:00,SITE_COM_002,0.124,235.7,50.08,OK
2025-01-20 01:30:00,SITE_RES_001,0.179,225.5,50.14,OK
2025-01-20 01:30:00,SITE_RES_002,0.095,232.9,50.22,OK
2025-01-20 01:45:00,SITE_IND_001,1.277,227.2,50.01,OK
2025-01-20 01:45:00,SITE_IND_002,0.971,222.2,50.01,OK
2025-01-20 01:45:00,SITE_COM_001,0.168,232.4,49.91,OK
2025-01-20 01:45:00,SITE_COM_002,0.185,226.1,49.97,OK
2025-01-20 01:45:00,SITE_RES_001,0.18,223.8,50.02,OK
2025-01-20 01:45:00,SITE_RES_002,0.144,222.0,50.02,OK
2025-01-20 02:00:00,SITE_IND_001,1.558,233.9,49.88,OK
2025-01-20 02:00:00,SITE_IND_002,0.842,232.6,50.03,OK
2025-01-20 02:00:00,SITE_COM_001,0.208,231.7,49.93,OK
2025-01-20 02:00:00,SITE_COM_002,0.155,231.5,49.93,OK
2025-01-20 02:00:00,SITE_RES_001,0.205,232.4,49.88,OK
2025-01-20 02:00:00,SITE_RES_002,0.132,225.1,50.08,OK
2025-01-20 02:15:00,SITE_IND_001,1.761,225.9,50.1,OK
2025-01-20 02:15:00,SITE_IND_002,1.115,234.1,50.19,OK
2025-01-20 02:15:00,SITE_COM_001,0.193,226.2,49.91,OK
2025-01-20 02:15:00,SITE_COM_002,0.132,229.6,50.03,OK
2025-01-20 02:15:00,SITE_RES_001,0.167,234.1,50.0,OK
2025-01-20 02:15:00,SITE_RES_002,0.146,228.7,50.27,OK
2025-01-20 02:30:00,SITE_IND_001,1.641,225.7,49.89,OK
2025-01-20 02:30:00,SITE_IND_002,1.126,228.9,50.07,OK
2025-01-20 02:30:00,SITE_COM_001,,229.6,49.92,ERREUR
2025-01-20 02:30:00,SITE_COM_002,0.116,227.8,50.09,OK
2025-01-20 02:30:00,SITE_RES_001,0.165,223.8,50.02,OK
2025-01-20 02:30:00,SITE_RES_002,0.127,225.6,50.02,OK
2025-01-20 02:45:00,SITE_IND_001,1.513,224.3,50.04,OK
2025-01-20 02:45:00,SITE_IND_002,1.138,235.4,50.11,OK
2025-01-20 02:45:00,SITE_COM_001,0.159,225.3,50.05,OK
2025-01-20 02:45:00,SITE_COM_002,0.162,232.6,50.39,OK
2025-01-20 02:45:00,SITE_RES_001,0.174,235.7,50.1,OK
2025-01-20 02:45:00,SITE_RES_002,0.132,228.4,50.08,OK
2025-01-20 03:00:00,SITE_IND_001,1.326,228.8,49.95,OK
2025-01-20 03:00:00,SITE_IND_002,1.063,241.6,49.81,OK
2025-01-20 03:00:00,SITE_COM_001,0.221,221.9,49.95,OK
2025-01-20 03:00:00,SITE_COM_002,0.175,230.3,49.89,OK
2025-01-20 03:00:00,SITE_RES_001,0.143,233.4,49.93,OK
2025-01-20 03:00:00,SITE_RES_002,0.124,230.2,49.93,OK
2025-01-20 03:15:00,SITE_IND_001,1.982,233.2,49.8,OK
2025-01-20 03:15:00,SITE_IND_002,1.079,226.7,50.09,OK
2025-01-20 03:15:00,SITE_COM_001,0.176,229.4,50.05,OK
2025-01-20 03:15:00,SITE_COM_002,0.169,224.0,49.97,OK
2025-01-20 03:15:00,SITE_RES_001,0.149,226.7,50.18,OK
2025-01-20 03:15:00,SITE_RES_002,0.127,223.7,50.09,OK
2025-01-20 03:30:00,SITE_IND_001,1.977,235.2,49.85,OK
2025-01-20 03:30:00,SITE_IND_002,0.974,236.3,49.93,OK
2025-01-20 03:30:00,SITE_COM_001,0.213,233.9,49.91,OK
2025-01-20 03:30:00,SITE_COM_002,0.149,213.8,49.9,OK
2025-01-20 03:30:00,SITE_RES_001,0.154,223.8,50.16,OK
2025-01-20 03:30:00,SITE_RES_002,0.094,227.8,50.01,OK
2025-01-20 03:45:00,SITE_IND_001,1.824,222.8,50.12,OK
2025-01-20 03:45:00,SITE_IND_002,1.052,225.1,50.05,OK
2025-01-20 03:45:00,SITE_COM_001,0.206,227.0,50.01,OK
2025-01-20 03:45:00,SITE_COM_002,0.141,230.6,50.07,OK
2025-01-20 03:45:00,SITE_RES_001,0.198,223.8,50.21,OK
2025-01-20 03:45:00,SITE_RES_002,0.085,229.2,50.06,OK
2025-01-20 04:00:00,SITE_IND_001,1.563,226.9,49.98,OK
2025-01-20 04:00:00,SITE_IND_002,0.972,227.1,50.08,OK
2025-01-20 04:00:00,SITE_COM_001,0.211,226.5,50.09,OK
2025-01-20 04:00:00,SITE_COM_002,0.157,234.1,50.06,OK
2025-01-20 04:00:00,SITE_RES_001,0.14,227.2,50.07,OK
2025-01-20 04:00:00,SITE_RES_002,0.131,229.9,50.01,OK
2025-01-20 04:15:00,SITE_IND_001,1.787,227.0,50.05,OK
2025-01-20 04:15:00,SITE_IND_002,1.018,228.9,50.11,OK
2025-01-20 04:15:00,SITE_COM_001,0.225,234.1,50.13,OK
2025-01-20 04:15:00,SITE_COM_002,0.15,233.4,49.97,OK
2025-01-20 04:15:00,SITE_RES_001,0.168,229.3,50.01,OK
2025-01-20 04:15:00,SITE_RES_002,0.131,225.9,50.21,OK
2025-01-20 04:30:00,SITE_IND_001,1.274,223.9,50.12,OK
2025-01-20 04:30:00,SITE_IND_002,1.175,233.1,50.06,OK
2025-01-20 04:30:00,SITE_COM_001,0.2,225.5,50.01,OK
2025-01-20 04:30:00,SITE_COM_002,0.135,234.9,49.99,OK
2025-01-20 04:30:00,SITE_RES_001,0.14,228.4,50.04,OK
2025-01-20 04:30:00,SITE_RES_002,0.11,225.9,50.02,OK
2025-01-20 04:45:00,SITE_IND_001,1.555,227.5,49.95,OK
2025-01-20 04:45:00,SITE_IND_002,1.087,222.8,49.86,OK
2025-01-20 04:45:00,SITE_COM_001,0.178,228.9,50.03,OK
2025-01-20 04:45:00,SITE_COM_002,0.183,234.3,49.98,OK
2025-01-20 04:45:00,SITE_RES_001,0.16,225.0,50.0,OK
2025-01-20 04:45:00,SITE_RES_002,0.115,231.6,49.92,OK
2025-01-20 05:00:00,SITE_IND_001,1.617,237.7,49.99,OK
2025-01-20 05:00:00,SITE_IND_002,1.113,233.5,49.96,OK
2025-01-20 05:00:00,SITE_COM_001,0.207,230.1,50.01,OK
2025-01-20 05:00:00,SITE_COM_002,0.133,230.1,50.05,OK
2025-01-20 05:00:00,SITE_RES_001,0.195,234.8,50.22,OK
2025-01-20 05:00:00,SITE_RES_002,0.106,234.4,50.02,OK
2025-01-20 05:15:00,SITE_IND_001,1.993,226.0,49.92,OK
2025-01-20 05:15:00,SITE_IND_002,0.956,219.4,49.95,OK
2025-01-20 05:15:00,SITE_COM_001,0.177,230.8,50.03,OK
2025-01-20 05:15:00,SITE_COM_002,0.192,234.8,49.94,OK
2025-01-20 05:15:00,SITE_RES_001,0.138,232.5,49.87,OK
2025-01-20 05:15:00,SITE_RES_002,0.153,235.9,49.95,OK
2025-01-20 05:30:00,SITE_IND_001,1.115,236.8,49.99,OK
2025-01-20 05:30:00,SITE_IND_002,1.245,222.0,49.94,OK
2025-01-20 05:30:00,SITE_COM_001,0.2,230.2,49.95,OK
2025-01-20 05:30:00,SITE_COM_002,,224.7,49.99,ERREUR
2025-01-20 05:30:00,SITE_RES_001,0.163,232.6,50.07,OK
2025-01-20 05:30:00,SITE_RES_002,0.1,222.3,50.13,OK
2025-01-20 05:45:00,SITE_IND_001,1.575,226.3,50.16,OK
2025-01-20 05:45:00,SITE_IND_002,1.068,235.9,50.01,OK
2025-01-20 05:45:00,SITE_COM_001,0.262,238.8,49.98,OK
2025-01-20 05:45:00,SITE_COM_002,0.172,233.2,50.14,OK
2025-01-20 05:45:00,SITE_RES_001,0.137,233.4,50.11,OK
2025-01-20 05:45:00,SITE_RES_002,0.088,224.1,49.8,OK
2025-01-20 06:00:00,SITE_IND_001,3.359,233.6,50.15,OK
2025-01-20 06:00:00,SITE_IND_002,2.477,238.1,49.86,OK
2025-01-20 06:00:00,SITE_COM_001,,229.7,50.04,ERREUR
2025-01-20 06:00:00,SITE_COM_002,0.149,219.7,49.99,OK
2025-01-20 06:00:00,SITE_RES_001,0.129,233.3,50.04,OK
2025-01-20 06:00:00,SITE_RES_002,0.103,227.4,49.89,OK
2025-01-20 06:15:00,SITE_IND_001,,234.8,49.9,ERREUR
2025-01-20 06:15:00,SITE_IND_002,2.635,227.3,49.92,OK
2025-01-20 06:15:00,SITE_COM_001,0.197,224.8,49.94,OK
2025-01-20 06:15:00,SITE_COM_002,0.123,239.8,50.0,OK
2025-01-20 06:15:00,SITE_RES_001,0.143,231.1,49.99,OK
2025-01-20 06:15:00,SITE_RES_002,0.116,233.1,50.08,OK
2025-01-20 06:30:00,SITE_IND_001,3.221,227.1,49.97,OK
2025-01-20 06:30:00,SITE_IND_002,1.604,222.4,50.14,OK
2025-01-20 06:30:00,SITE_COM_001,0.249,228.8,50.06,OK
2025-01-20 06:30:00,SITE_COM_002,0.157,245.4,50.11,OK
2025-01-20 06:30:00,SITE_RES_001,0.157,225.2,49.84,OK
2025-01-20 06:30:00,SITE_RES_002,0.124,226.2,49.86,OK
2025-01-20 06:45:00,SITE_IND_001,3.161,224.6,50.17,OK
2025-01-20 06:45:00,SITE_IND_002,2.774,230.0,50.15,OK
2025-01-20 06:45:00,SITE_COM_001,0.202,225.7,50.15,OK
2025-01-20 06:45:00,SITE_COM_002,0.162,224.8,49.98,OK
2025-01-20 06:45:00,SITE_RES_001,0.139,223.1,50.09,OK
2025-01-20 06:45:00,SITE_RES_002,0.154,223.0,50.06,OK
2025-01-20 07:00:00,SITE_IND_001,3.158,227.6,49.94,OK
2025-01-20 07:00:00,SITE_IND_002,2.132,230.2,49.92,OK
2025-01-20 07:00:00,SITE_COM_001,0.208,229.7,49.98,OK
2025-01-20 07:00:00,SITE_COM_002,0.13,227.1,50.08,OK
2025-01-20 07:00:00,SITE_RES_001,0.43,225.1,50.01,OK
2025-01-20 07:00:00,SITE_RES_002,0.334,221.7,50.05,OK
2025-01-20 07:15:00,SITE_IND_001,3.152,232.9,49.92,OK
2025-01-20 07:15:00,SITE_IND_002,1.787,221.9,50.0,OK
2025-01-20 07:15:00,SITE_COM_001,0.208,225.5,50.06,OK
2025-01-20 07:15:00,SITE_COM_002,0.113,229.7,49.88,OK
2025-01-20 07:15:00,SITE_RES_001,0.361,230.2,49.91,OK
2025-01-20 07:15:00,SITE_RES_002,0.283,235.0,49.94,OK
2025-01-20 07:30:00,SITE_IND_001,3.939,224.4,50.05,OK
2025-01-20 07:30:00,SITE_IND_002,2.98,217.6,49.92,OK
2025-01-20 07:30:00,SITE_COM_001,0.217,229.0,50.04,OK
2025-01-20 07:30:00,SITE_COM_002,0.136,230.4,49.98,OK
2025-01-20 07:30:00,SITE_RES_001,0.47,231.3,50.03,OK
2025-01-20 07:30:00,SITE_RES_002,0.281,227.6,49.96,OK
2025-01-20 07:45:00,SITE_IND_001,,227.9,50.03,ERREUR
2025-01-20 07:45:00,SITE_IND_002,3.213,234.4,49.97,OK
2025-01-20 07:45:00,SITE_COM_001,0.236,228.0,49.8,OK
2025-01-20 07:45:00,SITE_COM_002,0.127,220.6,49.96,OK
2025-01-20 07:45:00,SITE_RES_001,0.401,238.4,50.03,OK
2025-01-20 07:45:00,SITE_RES_002,0.29,234.1,49.78,OK
2025-01-20 08:00:00,SITE_IND_001,3.624,233.9,49.85,OK
2025-01-20 08:00:00,SITE_IND_002,2.87,231.7,49.96,OK
2025-01-20 08:00:00,SITE_COM_001,1.314,241.4,50.02,OK
2025-01-20 08:00:00,SITE_COM_002,0.934,227.7,49.92,OK
2025-01-20 08:00:00,SITE_RES_001,0.45,225.7,50.01,OK
2025-01-20 08:00:00,SITE_RES_002,0.279,232.4,50.03,OK
2025-01-20 08:15:00,SITE_IND_001,4.045,227.4,49.97,OK
2025-01-20 08:15:00,SITE_IND_002,-99.0,227.8,50.04,ERREUR
2025-01-20 08:15:00,SITE_COM_001,1.336,225.4,50.09,OK
2025-01-20 08:15:00,SITE_COM_002,1.083,232.1,50.19,OK
2025-01-20 08:15:00,SITE_RES_001,0.354,223.8,49.82,OK
2025-01-20 08:15:00,SITE_RES_002,0.367,233.3,49.99,OK
2025-01-20 08:30:00,SITE_IND_001,3.647,224.4,50.24,OK
2025-01-20 08:30:00,SITE_IND_002,2.497,230.5,50.07,OK
2025-01-20 08:30:00,SITE_COM_001,1.287,231.1,49.92,OK
2025-01-20 08:30:00,SITE_COM_002,0.964,239.4,50.13,OK
2025-01-20 08:30:00,SITE_RES_001,0.496,227.4,49.9,OK
2025-01-20 08:30:00,SITE_RES_002,0.294,230.3,50.11,OK
2025-01-20 08:45:00,SITE_IND_001,2.611,237.6,49.98,OK
2025-01-20 08:45:00,SITE_IND_002,2.293,224.9,49.83,OK
2025-01-20 08:45:00,SITE_COM_001,1.348,230.4,49.87,OK
2025-01-20 08:45:00,SITE_COM_002,0.725,228.3,50.17,OK
2025-01-20 08:45:00,SITE_RES_001,0.384,222.5,49.98,OK
2025-01-20 08:45:00,SITE_RES_002,0.288,216.5,49.99,OK
2025-01-20 09:00:00,SITE_IND_001,,233.5,50.18,ERREUR
2025-01-20 09:00:00,SITE_IND_002,2.864,228.7,49.89,OK
2025-01-20 09:00:00,SITE_COM_001,1.663,230.3,50.0,OK
2025-01-20 09:00:00,SITE_COM_002,0.897,231.0,49.99,OK
2025-01-20 09:00:00,SITE_RES_001,0.146,227.3,50.0,OK
2025-01-20 09:00:00,SITE_RES_002,0.11,226.4,50.01,OK
2025-01-20 09:15:00,SITE_IND_001,3.366,237.5,49.73,OK
2025-01-20 09:15:00,SITE_IND_002,2.851,236.2,49.79,OK
2025-01-20 09:15:00,SITE_COM_001,1.138,228.1,49.86,OK
2025-01-20 09:15:00,SITE_COM_002,0.795,224.4,50.18,OK
2025-01-20 09:15:00,SITE_RES_001,0.182,236.4,50.07,OK
2025-01-20 09:15:00,SITE_RES_002,0.1,227.4,50.05,OK
2025-01-20 09:30:00,SITE_IND_001,2.858,233.6,49.98,OK
2025-01-20 09:30:00,SITE_IND_002,2.312,233.6,50.04,OK
2025-01-20 09:30:00,SITE_COM_001,1.135,235.8,49.89,OK
2025-01-20 09:30:00,SITE_COM_002,0.983,233.0,49.97,OK
2025-01-20 09:30:00,SITE_RES_001,0.168,223.7,50.09,OK
2025-01-20 09:30:00,SITE_RES_002,0.117,227.4,50.1,OK
2025-01-20 09:45:00,SITE_IND_001,3.13,223.0,49.84,OK
2025-01-20 09:45:00,SITE_IND_002,2.673,223.6,50.18,OK
2025-01-20 09:45:00,SITE_COM_001,0.825,238.5,50.02,OK
2025-01-20 09:45:00,SITE_COM_002,0.887,227.3,50.04,OK
2025-01-20 09:45:00,SITE_RES_001,0.159,235.5,50.01,OK
2025-01-20 09:45:00,SITE_RES_002,0.123,228.2,49.99,OK
2025-01-20 10:00:00,SITE_IND_001,3.662,221.4,49.87,OK
2025-01-20 10:00:00,SITE_IND_002,2.723,230.9,49.98,OK
2025-01-20 10:00:00,SITE_COM_001,1.203,231.7,49.95,OK
2025-01-20 10:00:00,SITE_COM_002,0.795,231.0,49.9,OK
2025-01-20 10:00:00,SITE_RES_001,0.17,221.5,50.1,OK
2025-01-20 10:00:00,SITE_RES_002,0.129,231.3,50.1,OK
2025-01-20 10:15:00,SITE_IND_001,4.374,235.1,49.82,OK
2025-01-20 10:15:00,SITE_IND_002,1.98,226.9,50.0,OK
2025-01-20 10:15:00,SITE_COM_001,1.293,226.4,50.02,OK
2025-01-20 10:15:00,SITE_COM_002,0.798,226.9,49.86,OK
2025-01-20 10:15:00,SITE_RES_001,0.138,223.2,49.9,OK
2025-01-20 10:15:00,SITE_RES_002,0.139,225.3,50.26,OK
2025-01-20 10:30:00,SITE_IND_001,3.759,230.9,49.91,OK
2025-01-20 10:30:00,SITE_IND_002,2.707,227.1,50.01,OK
2025-01-20 10:30:00,SITE_COM_001,1.661,229.5,50.11,OK
2025-01-20 10:30:00,SITE_COM_002,0.805,229.8,50.18,OK
2025-01-20 10:30:00,SITE_RES_001,0.145,239.1,50.07,OK
2025-01-20 10:30:00,SITE_RES_002,0.11,233.2,50.1,OK
2025-01-20 10:45:00,SITE_IND_001,3.826,222.1,49.93,OK
2025-01-20 10:45:00,SITE_IND_002,2.359,229.6,50.06,OK
2025-01-20 10:45:00,SITE_COM_001,1.232,223.3,50.04,OK
2025-01-20 10:45:00,SITE_COM_002,0.982,232.8,50.11,OK
2025-01-20 10:45:00,SITE_RES_001,0.18,232.3,49.99,OK
2025-01-20 10:45:00,SITE_RES_002,0.09,232.1,50.02,OK
2025-01-20 11:00:00,SITE_IND_001,3.643,223.6,49.89,OK
2025-01-20 11:00:00,SITE_IND_002,2.837,229.8,50.07,OK
2025-01-20 11:00:00,SITE_COM_001,1.205,230.1,50.09,OK
2025-01-20 11:00:00,SITE_COM_002,0.83,230.5,49.95,OK
2025-01-20 11:00:00,SITE_RES_001,0.15,228.5,50.02,OK
2025-01-20 11:00:00,SITE_RES_002,0.111,236.3,49.91,OK
2025-01-20 11:15:00,SITE_IND_001,3.402,227.8,50.14,OK
2025-01-20 11:15:00,SITE_IND_002,2.522,235.2,49.85,OK
2025-01-20 11:15:00,SITE_COM_001,1.248,234.4,50.01,OK
2025-01-20 11:15:00,SITE_COM_002,1.044,227.4,50.14,OK
2025-01-20 11:15:00,SITE_RES_001,0.215,228.2,49.96,OK
2025-01-20 11:15:00,SITE_RES_002,0.146,237.9,49.95,OK
2025-01-20 11:30:00,SITE_IND_001,3.279,228.6,49.87,OK
2025-01-20 11:30:00,SITE_IND_002,2.112,225.0,49.92,OK
2025-01-20 11:30:00,SITE_COM_001,1.194,231.2,50.16,OK
2025-01-20 11:30:00,SITE_COM_002,0.765,234.9,49.98,OK
2025-01-20 11:30:00,SITE_RES_001,0.159,233.4,49.89,OK
2025-01-20 11:30:00,SITE_RES_002,0.127,230.8,50.05,OK
2025-01-20 11:45:00,SITE_IND_001,3.652,242.3,49.94,OK
2025-01-20 11:45:00,SITE_IND_002,2.255,226.9,49.94,OK
2025-01-20 11:45:00,SITE_COM_001,1.085,235.9,50.14,OK
2025-01-20 11:45:00,SITE_COM_002,0.823,225.8,50.05,OK
2025-01-20 11:45:00,SITE_RES_001,0.147,233.2,50.02,OK
2025-01-20 11:45:00,SITE_RES_002,0.093,237.7,50.18,OK
2025-01-20 12:00:00,SITE_IND_001,3.178,228.1,50.03,OK
2025-01-20 12:00:00,SITE_IND_002,2.573,233.3,50.2,OK
2025-01-20 12:00:00,SITE_COM_001,1.168,226.0,49.86,OK
2025-01-20 12:00:00,SITE_COM_002,0.801,229.8,50.18,OK
2025-01-20 12:00:00,SITE_RES_001,0.148,231.1,50.0,OK
2025-01-20 12:00:00,SITE_RES_002,0.141,242.6,49.95,OK
2025-01-20 12:15:00,SITE_IND_001,3.243,235.2,50.07,OK
2025-01-20 12:15:00,SITE_IND_002,3.129,232.9,49.96,OK
2025-01-20 12:15:00,SITE_COM_001,1.306,235.5,50.08,OK
2025-01-20 12:15:00,SITE_COM_002,0.968,235.3,50.12,OK
2025-01-20 12:15:00,SITE_RES_001,0.193,233.2,49.98,OK
2025-01-20 12:15:00,SITE_RES_002,0.123,236.0,49.92,OK
2025-01-20 12:30:00,SITE_IND_001,3.694,228.0,50.0,OK
2025-01-20 12:30:00,SITE_IND_002,2.92,231.0,50.0,OK
2025-01-20 12:30:00,SITE_COM_001,0.955,233.7,50.06,OK
2025-01-20 12:30:00,SITE_COM_002,1.192,228.5,50.02,OK
2025-01-20 12:30:00,SITE_RES_001,0.166,237.9,49.99,OK
2025-01-20 12:30:00,SITE_RES_002,0.125,233.0,50.02,OK
2025-01-20 12:45:00,SITE_IND_001,3.266,231.0,50.11,OK
2025-01-20 12:45:00,SITE_IND_002,2.073,230.7,49.93,OK
2025-01-20 12:45:00,SITE_COM_001,1.415,222.4,49.94,OK
2025-01-20 12:45:00,SITE_COM_002,0.951,237.8,49.99,OK
2025-01-20 12:45:00,SITE_RES_001,0.147,239.4,49.86,OK
2025-01-20 12:45:00,SITE_RES_002,0.08,232.2,49.95,OK
2025-01-20 13:00:00,SITE_IND_001,2.964,233.5,50.02,OK
2025-01-20 13:00:00,SITE_IND_002,2.243,223.6,50.09,OK
2025-01-20 13:00:00,SITE_COM_001,1.317,229.5,50.18,OK
2025-01-20 13:00:00,SITE_COM_002,0.756,222.4,49.93,OK
2025-01-20 13:00:00,SITE_RES_001,0.159,231.2,49.98,OK
2025-01-20 13:00:00,SITE_RES_002,0.126,223.7,50.14,OK
2025-01-20 13:15:00,SITE_IND_001,3.457,235.6,50.03,OK
2025-01-20 13:15:00,SITE_IND_002,2.618,232.8,50.04,OK
2025-01-20 13:15:00,SITE_COM_001,1.316,236.6,50.02,OK
2025-01-20 13:15:00,SITE_COM_002,0.996,229.6,50.14,OK
2025-01-20 13:15:00,SITE_RES_001,0.144,239.0,50.0,OK
2025-01-20 13:15:00,SITE_RES_002,0.094,230.6,49.93,OK
2025-01-20 13:30:00,SITE_IND_001,3.941,226.7,49.96,OK
2025-01-20 13:30:00,SITE_IND_002,1.756,227.7,49.76,OK
2025-01-20 13:30:00,SITE_COM_001,0.915,233.8,50.08,OK
2025-01-20 13:30:00,SITE_COM_002,0.957,225.2,50.0,OK
2025-01-20 13:30:00,SITE_RES_001,0.16,224.2,50.15,OK
2025-01-20 13:30:00,SITE_RES_002,0.136,228.9,50.0,OK
2025-01-20 13:45:00,SITE_IND_001,3.609,219.8,49.98,OK
2025-01-20 13:45:00,SITE_IND_002,2.199,225.0,49.97,OK
2025-01-20 13:45:00,SITE_COM_001,1.524,233.2,49.94,OK
2025-01-20 13:45:00,SITE_COM_002,0.977,237.0,50.09,OK
2025-01-20 13:45:00,SITE_RES_001,0.161,226.8,50.07,OK
2025-01-20 13:45:00,SITE_RES_002,0.127,234.5,50.06,OK
2025-01-20 14:00:00,SITE_IND_001,4.051,227.3,50.13,OK
2025-01-20 14:00:00,SITE_IND_002,2.523,240.4,49.93,OK
2025-01-20 14:00:00,SITE_COM_001,1.512,231.0,49.93,OK
2025-01-20 14:00:00,SITE_COM_002,0.835,228.4,50.04,OK
2025-01-20 14:00:00,SITE_RES_001,0.173,227.1,50.0,OK
2025-01-20 14:00:00,SITE_RES_002,0.159,238.6,50.04,OK
2025-01-20 14:15:00,SITE_IND_001,3.52,230.6,50.06,OK
2025-01-20 14:15:00,SITE_IND_002,2.074,228.7,49.83,OK
2025-01-20 14:15:00,SITE_COM_001,1.272,233.2,49.95,OK
2025-01-20 14:15:00,SITE_COM_002,,223.9,49.85,ERREUR
2025-01-20 14:15:00,SITE_RES_001,0.165,235.2,50.17,OK
2025-01-20 14:15:00,SITE_RES_002,0.112,235.4,50.0,OK
2025-01-20 14:30:00,SITE_IND_001,3.409,234.4,50.07,OK
2025-01-20 14:30:00,SITE_IND_002,1.871,237.4,50.14,OK
2025-01-20 14:30:00,SITE_COM_001,1.087,232.0,50.05,OK
2025-01-20 14:30:00,SITE_COM_002,0.935,227.2,49.93,OK
2025-01-20 14:30:00,SITE_RES_001,0.159,235.9,50.05,OK
2025-01-20 14:30:00,SITE_RES_002,0.113,233.9,49.72,OK
2025-01-20 14:45:00,SITE_IND_001,4.103,221.3,49.96,OK
2025-01-20 14:45:00,SITE_IND_002,2.039,223.5,50.12,OK
2025-01-20 14:45:00,SITE_COM_001,1.116,231.7,50.0,OK
2025-01-20 14:45:00,SITE_COM_002,0.964,230.4,49.87,OK
2025-01-20 14:45:00,SITE_RES_001,0.184,227.5,49.84,OK
2025-01-20 14:45:00,SITE_RES_002,0.112,237.5,50.09,OK
2025-01-20 15:00:00,SITE_IND_001,3.317,228.3,49.97,OK
2025-01-20 15:00:00,SITE_IND_002,3.213,231.9,50.04,OK
2025-01-20 15:00:00,SITE_COM_001,1.385,231.2,49.97,OK
2025-01-20 15:00:00,SITE_COM_002,0.873,229.6,50.0,OK
2025-01-20 15:00:00,SITE_RES_001,0.177,230.3,50.07,OK
2025-01-20 15:00:00,SITE_RES_002,0.119,230.4,49.8,OK
2025-01-20 15:15:00,SITE_IND_001,3.981,231.7,50.1,OK
2025-01-20 15:15:00,SITE_IND_002,1.386,240.4,49.99,OK
2025-01-20 15:15:00,SITE_COM_001,1.399,224.8,50.06,OK
2025-01-20 15:15:00,SITE_COM_002,0.758,226.9,50.19,OK
2025-01-20 15:15:00,SITE_RES_001,0.155,231.1,50.09,OK
2025-01-20 15:15:00,SITE_RES_002,0.129,230.8,50.04,OK
2025-01-20 15:30:00,SITE_IND_001,4.762,229.7,50.02,OK
2025-01-20 15:30:00,SITE_IND_002,2.836,235.5,50.12,OK
2025-01-20 15:30:00,SITE_COM_001,1.315,224.3,50.16,OK
2025-01-20 15:30:00,SITE_COM_002,0.745,231.5,49.92,OK
