ReadingDate,PlantID,Production_kWh,Debit_m3_s,Niveau_m,Alert
12/01/2025,HYD_PYR,14291.748273960204,18.872217368379573,74.2287543237061,None
13/01/2025,HYD_RHONE,21841.823529875277,20.84038575674621,72.51149985775709,None
13/01/2025,HYD_ALPES,13071.19581406855,16.09482922984727,70.92652894727844,None
13/01/2025,HYD_PYR,15593.816217348734,41.48823085595441,73.3863483193919,None
14/01/2025,HYD_RHONE,14457.318912478533,14.776834773336653,70.35436115835418,None
14/01/2025,HYD_ALPES,14695.844568654275,36.56878993736447,70.05670655471366,SensorError
14/01/2025,HYD_PYR,26732.80051606823,14.86454593576288,82.7331989657044,None
15/01/2025,HYD_RHONE,9607.092351605674,34.9069521430107,62.48083413805414,None
15/01/2025,HYD_ALPES,18647.460463380838,36.749153187100845,62.60418722191902,None
15/01/2025,HYD_PYR,25424.0188606428,38.3678700926271,76.68910891628222,None
16/01/2025,HYD_RHONE,20300.525931119308,18.62680199552532,64.68158636204191,None
16/01/2025,HYD_ALPES,16378.380228709082,29.47850887900856,59.97881748352704,None
16/01/2025,HYD_PYR,11743.480383524646,22.594209966616017,78.08560192781944,None
17/01/2025,HYD_RHONE,21158.142469364953,20.020490312270958,79.56041637702106,None
17/01/2025,HYD_ALPES,19761.914716763662,28.394695879297675,64.15178533583517,None
17/01/2025,HYD_PYR,10387.168739393714,35.32503532185097,61.22803066169264,None
18/01/2025,HYD_RHONE,14982.931326148117,22.643651995601964,64.68734260086491,None
18/01/2025,HYD_ALPES,11616.843004143146,30.962539200385006,67.8005435293956,None
18/01/2025,HYD_PYR,5333.82385303712,19.830250444995038,83.48347707824193,None
19/01/2025,HYD_RHONE,11528.441573650365,18.610809317430544,69.42151748227292,None
19/01/2025,HYD_ALPES,16600.66905948921,25.080373720466966,76.99114622168157,None
19/01/2025,HYD_PYR,18405.212873586293,25.619735943127807,76.33060353516693,None
20/01/2025,HYD_RHONE,14970.939578057601,34.01003404536568,79.93452709262304,None
20/01/2025,HYD_ALPES,21421.67649150821,16.7362772120619,68.24411548481868,None
20/01/2025,HYD_PYR,20111.87166842702,47.42771424251565,71.93883523290656,None
21/01/2025,HYD_RHONE,15723.944978972193,11.869604147945264,70.68480467535275,None
21/01/2025,HYD_ALPES,15240.109787039595,30.052601808878716,75.227973894413,None
21/01/2025,HYD_PYR,17654.410551092118,25.43431831384826,79.29530369554853,None
22/01/2025,HYD_RHONE,16132.183642784741,22.16492934270405,85.07049724822724,HighLevel
22/01/2025,HYD_ALPES,10782.400490024515,26.423814199245907,69.65622814339996,None
22/01/2025,HYD_PYR,15077.548458181032,34.04950824027114,72.84828405780794,None
23/01/2025,HYD_RHONE,18729.155351926147,35.447627932580886,77.20030797125732,None
23/01/2025,HYD_ALPES,21196.013006320987,26.04192682369716,75.67061104169146,HighLevel
23/01/2025,HYD_PYR,19848.622807861306,30.98609228538649,82.29052917199515,None
24/01/2025,HYD_RHONE,17470.350250975982,16.02736879316737,71.35283382644187,None
24/01/2025,HYD_ALPES,21738.01224136535,26.341574742585035,69.61537254671805,None
24/01/2025,HYD_PYR,17811.016338640195,31.549364608532024,80.25777646687679,None
25/01/2025,HYD_RHONE,15863.50980413656,7.4529066481761745,73.8183025417209,None
25/01/2025,HYD_ALPES,21819.103958527197,28.728237029744086,75.24144326450524,None
25/01/2025,HYD_PYR,18936.982903564545,26.48615238431097,71.56390348077429,None
26/01/2025,HYD_RHONE,21147.61175628302,39.42832540428772,77.56258487334682,None
26/01/2025,HYD_ALPES,11687.093903402152,29.504049393024783,66.8095384641953,None
26/01/2025,HYD_PYR,12930.979210068594,32.3184553436754,69.25035650761137,SensorError
27/01/2025,HYD_RHONE,13093.860717261392,25.556399352065036,56.11057697192035,None
27/01/2025,HYD_ALPES,16890.751174220073,33.688436294089506,68.23456991746164,None
27/01/2025,HYD_PYR,23132.528226016726,33.060600261103694,77.58947773801972,None
28/01/2025,HYD_RHONE,11872.001886182898,16.24052776012179,72.27849801740875,None
28/01/2025,HYD_ALPES,19640.387022051596,30.798787105128007,66.45648965338039,None
28/01/2025,HYD_PYR,11630.239531856958,38.64016350872603,80.57678825445933,None
29/01/2025,HYD_RHONE,24246.573726577935,36.85412576757886,72.83106349810642,None
29/01/2025,HYD_ALPES,10132.723691047078,28.24635230823888,82.16250374528853,None
29/01/2025,HYD_PYR,19013.141249293803,30.89520433072269,77.14012673591168,None
30/01/2025,HYD_RHONE,19545.42660760739,36.23417383201092,73.1292125305369,None
30/01/2025,HYD_ALPES,18556.01895782286,17.750305294237,83.01002973156713,SensorError
30/01/2025,HYD_PYR,12866.451634080797,32.269447350835236,69.75203062495649,None
31/01/2025,HYD_RHONE,12185.89480602294,10.261800202062826,65.43065768593745,None
31/01/2025,HYD_ALPES,21035.122384306418,35.761205480230146,81.59610522488404,None
31/01/2025,HYD_PYR,20183.94520249289,24.537195971103596,75.62718183707958,None
01/02/2025,HYD_RHONE,20132.091066997826,27.221883214842965,80.36281410685962,None
01/02/2025,HYD_ALPES,20592.693562440312,23.00168568859408,77.28818659051457,None
01/02/2025,HYD_PYR,10362.889632849558,27.630569334683145,81.86085762586154,None
02/02/2025,HYD_RHONE,10249.310015292162,30.29845028846799,68.93087298974515,None
02/02/2025,HYD_ALPES,13648.969530903483,34.78882571907902,70.86819201688695,None
02/02/2025,HYD_PYR,14377.362659504211,39.69550690305928,70.80497885963764,LowFlow
03/02/2025,HYD_RHONE,13972.431569292325,28.43693690212932,70.88589302322812,None
03/02/2025,HYD_ALPES,17254.49229524869,13.045687854924916,62.59772056316396,None
03/02/2025,HYD_PYR,20437.951874470768,39.75081731304574,72.98062393328486,None
04/02/2025,HYD_RHONE,15082.81820730644,14.752186506735137,76.7464526632353,None
04/02/2025,HYD_ALPES,13101.79450066213,24.199689504507383,67.91689156629951,None
04/02/2025,HYD_PYR,19289.10778338179,23.58679063127785,66.51798781532257,LowFlow
05/02/2025,HYD_RHONE,15128.534943969016,28.104021304942773,71.18431225165395,None
05/02/2025,HYD_ALPES,16607.834555909652,16.62863855445004,76.70726923544738,None
05/02/2025,HYD_PYR,14936.601640455947,16.19156010633656,65.54585745046552,None
06/02/2025,HYD_RHONE,17491.88736636311,27.806311048756086,86.01166671946052,SensorError
06/02/2025,HYD_ALPES,12347.164294626713,20.819885011111996,64.20512434946583,None
06/02/2025,HYD_PYR,18959.834458333167,40.11484197198946,68.57575528365709,None
07/02/2025,HYD_RHONE,16075.448532560753,23.042079611155035,78.80448177641392,None
07/02/2025,HYD_ALPES,13295.59832513427,18.745103961638485,77.80519111562376,None
07/02/2025,HYD_PYR,18217.54534812763,43.0465227286995,77.27992509179956,None
08/02/2025,HYD_RHONE,13291.969709504105,32.22942609771456,67.88738664336287,None
08/02/2025,HYD_ALPES,13459.924127616277,52.45257730904957,69.02603751648732,None
08/02/2025,HYD_PYR,11635.147784719924,10.699172312744505,66.86148256223179,None
09/02/2025,HYD_RHONE,9726.387790962759,29.86989291092713,70.07884188219211,None
09/02/2025,HYD_ALPES,18230.284440989803,32.370513221345675,74.29647788968933,None
09/02/2025,HYD_PYR,20629.34326662241,28.250405970649876,66.83236277764262,None
10/02/2025,HYD_RHONE,14487.721046200679,24.741995149085465,61.510872916556025,None
10/02/2025,HYD_ALPES,13165.804457487151,39.21056480996393,79.01531762608577,None
10/02/2025,HYD_PYR,9313.279838855862,32.19757974322851,70.91900283695163,None
11/02/2025,HYD_RHONE,7941.265896396382,12.796831693155697,76.48852168345927,None
11/02/2025,HYD_ALPES,18961.576073718323,20.175685747918642,70.14513909510634,None
11/02/2025,HYD_PYR,8698.770351390562,17.52395580996982,75.25677510330067,None
12/02/2025,HYD_RHONE,11853.052431729398,26.909577557283605,85.9571343531817,None
12/02/2025,HYD_ALPES,17277.03900981362,36.53978720902157,65.14028119959389,None
12/02/2025,HYD_PYR,16540.887598203015,24.586786830058664,67.33246181500239,None
13/02/2025,HYD_RHONE,17433.869057492746,25.721905813427686,66.59556938028774,None
13/02/2025,HYD_ALPES,16226.293904256636,19.188800833817826,84.62507565070061,None
13/02/2025,HYD_PYR,14843.677955579562,34.85208121114161,71.89154451986565,None
14/02/2025,HYD_RHONE,11876.11043631562,39.093827539436596,77.32486536365856,None
14/02/2025,HYD_ALPES,13790.254907965189,27.708016042957716,56.13704737221903,None
14/02/2025,HYD_PYR,15101.618070967621,42.2201688609148,74.24675284319473,None
15/02/2025,HYD_RHONE,9016.701151385198,23.10326820084177,69.83513910493019,LowFlow
15/02/2025,HYD_ALPES,13211.92280526633,15.427156650900484,80.33165872135761,SensorError
15/02/2025,HYD_PYR,14785.569663342189,35.23931676944143,75.95256514694464,None
16/02/2025,HYD_RHONE,13581.933927756705,27.137158243637227,69.48173198091959,LowFlow
16/02/2025,HYD_ALPES,14898.292828752397,22.768847226764702,81.47891546899733,None
16/02/2025,HYD_PYR,18741.165453424866,28.690040850532462,82.02977074747862,HighLevel
17/02/2025,HYD_RHONE,19207.646523683867,13.740549159999917,81.03413309605249,None
17/02/2025,HYD_ALPES,21943.141962314636,12.267392752775928,76.57495760128684,SensorError
17/02/2025,HYD_PYR,10469.971019228124,28.833071982600508,70.33630006417432,None
18/02/2025,HYD_RHONE,14601.168434187344,31.909262408556096,73.39245717901575,None
18/02/2025,HYD_ALPES,20864.80211925507,40.54472625672414,69.49970846263112,None
18/02/2025,HYD_PYR,9566.203524608934,35.97974849002365,73.32782936385934,None
19/02/2025,HYD_RHONE,11730.328841117549,33.71828015054265,68.43222175047964,None
19/02/2025,HYD_ALPES,13860.204465508086,39.43390020098296,70.98192102919047,LowFlow
19/02/2025,HYD_PYR,23968.430449024232,32.40905595768679,84.86129256823179,None
20/02/2025,HYD_RHONE,12496.775724440015,24.90218562101496,73.86564267459987,None
20/02/2025,HYD_ALPES,20318.51843895878,36.21147916278048,69.42076359472745,None
20/02/2025,HYD_PYR,16093.991804053965,35.880444377397254,65.39848966319421,None
21/02/2025,HYD_RHONE,11843.474738809062,27.92965674618479,71.40115973307641,LowFlow
21/02/2025,HYD_ALPES,26839.33175608376,17.201744433559988,76.47215384874161,None
21/02/2025,HYD_PYR,16939.662414842067,11.934374867681807,72.82023193654358,None
22/02/2025,HYD_RHONE,17629.56880786844,35.58157930996706,71.6762240396116,None
22/02/2025,HYD_ALPES,18231.128683185507,32.308069308278704,74.5533962752955,None
22/02/2025,HYD_PYR,17936.43349225404,33.57188947910714,74.36573727576689,None
23/02/2025,HYD_RHONE,24377.87875227583,35.917648067978966,76.23170093985993,None
23/02/2025,HYD_ALPES,22986.586623424442,19.908791976477143,76.39155747231412,None
23/02/2025,HYD_PYR,12659.927054590538,11.10974402385158,71.46857845608695,None
24/02/2025,HYD_RHONE,23871.154669294498,32.64269795222796,71.16843450478149,None
24/02/2025,HYD_ALPES,13539.494778790346,38.779677429644536,72.00492377005818,None
24/02/2025,HYD_PYR,17424.515347353154,31.166734865019176,75.36162286271151,None
25/02/2025,HYD_RHONE,10684.231149972184,14.62282028284084,78.72693253911086,None
25/02/2025,HYD_ALPES,20139.104372686816,30.1662084006449,69.9787592837605,None
25/02/2025,HYD_PYR,15032.02728287817,17.877281222220592,71.01763228309397,SensorError
26/02/2025,HYD_RHONE,11831.946981001769,14.11825416500198,67.11927165762611,None
26/02/2025,HYD_ALPES,20716.303853331883,27.930989781567387,63.02847289198079,None
26/02/2025,HYD_PYR,21657.56530063984,29.4624865922418,64.57299917912796,None
27/02/2025,HYD_RHONE,21786.390570531046,27.112401060992582,65.97768601793612,LowFlow
27/02/2025,HYD_ALPES,10412.78829233615,31.943229149273115,68.00538926515267,None
27/02/2025,HYD_PYR,22179.463096188927,20.884607009818573,74.75929346228293,None
28/02/2025,HYD_RHONE,15058.0404141109,28.771130004765443,65.57196749905162,None
28/02/2025,HYD_ALPES,23995.71318951081,23.63183820292986,72.10609962025885,None
28/02/2025,HYD_PYR,18574.824052643795,25.734794583078518,77.02704662631538,None
01/03/2025,HYD_RHONE,17155.058789742274,30.415713218676157,67.02085939117495,None
01/03/2025,HYD_ALPES,16232.380076405889,37.536743985799184,69.0487217053157,LowFlow
01/03/2025,HYD_PYR,16148.080891308313,30.630664113525995,64.07964860455324,None
02/03/2025,HYD_RHONE,13617.845600812694,33.61608218901538,66.28488563234254,None
02/03/2025,HYD_ALPES,12141.357379261211,28.09202926827471,80.21962031920961,LowFlow
02/03/2025,HYD_PYR,14821.8845088469,32.38853830550116,75.02995178945775,None
03/03/2025,HYD_RHONE,20725.376438505325,37.304174723626645,84.89733053536803,None
03/03/2025,HYD_ALPES,10892.825129819588,44.91269096565817,67.5779898911835,None
03/03/2025,HYD_PYR,21294.53167629289,38.896979697413165,81.05053877174944,None
04/03/2025,HYD_RHONE,16744.881036169743,27.504237208446288,67.62706205698908,None
04/03/2025,HYD_ALPES,19169.60355167278,38.301995415481045,68.99295880079502,None
04/03/2025,HYD_PYR,19366.00987729807,32.941376302129584,88.33386559548975,None
05/03/2025,HYD_RHONE,19727.710903320938,22.535106013037982,66.98966264896391,LowFlow
05/03/2025,HYD_ALPES,16285.12603455091,33.06529872955079,81.52001028723595,LowFlow
05/03/2025,HYD_PYR,16398.903873675667,17.841732997538116,71.8080534207816,None
06/03/2025,HYD_RHONE,19597.567368624084,33.07871216027716,65.5383644840092,None
06/03/2025,HYD_ALPES,12243.07990656182,43.7661659536354,63.41580377032898,None
06/03/2025,HYD_PYR,11661.057485014262,35.40353832976283,72.63110195738354,None
07/03/2025,HYD_RHONE,14434.189694408267,38.76955962404338,65.25893792769931,None
07/03/2025,HYD_ALPES,17294.743983551834,24.596256834034378,70.22673119244591,None
07/03/2025,HYD_PYR,23499.31036977119,32.327943885404444,60.57285288258812,None
08/03/2025,HYD_RHONE,16382.334337697126,34.28347979575802,74.12647357026518,None
08/03/2025,HYD_ALPES,23800.579547473055,25.25353930051316,62.74532949890563,None
08/03/2025,HYD_PYR,18158.739252114377,34.15338235362245,71.63948659572132,None
09/03/2025,HYD_RHONE,14476.841928596394,32.09220056758273,63.69723881466544,None
09/03/2025,HYD_ALPES,20558.8608643795,34.25334528630785,79.35527428934522,None
09/03/2025,HYD_PYR,15277.121266626204,18.729317057670208,59.3405529823832,None
10/03/2025,HYD_RHONE,17154.595904079193,39.484889459360375,70.30233014781385,None
10/03/2025,HYD_ALPES,11121.789047547896,32.05578643051568,75.3564494052325,None
10/03/2025,HYD_PYR,10467.07767467549,26.93677249054877,74.1533136910265,SensorError
11/03/2025,HYD_RHONE,18303.891017068563,27.153889803091676,64.51901687914031,None
11/03/2025,HYD_ALPES,20394.170025016047,27.650563402095138,61.56152800511592,SensorError
11/03/2025,HYD_PYR,23593.536509702448,20.539660338825655,76.68834900709408,None
12/03/2025,HYD_RHONE,13124.384722893496,38.70244011560281,71.25796712389149,None
12/03/2025,HYD_ALPES,21762.22767496521,36.66798110839113,65.56969152391066,None
12/03/2025,HYD_PYR,21194.89821991259,37.27295859025139,76.90678349121433,None
13/03/2025,HYD_RHONE,14333.581135660337,41.61872515888189,68.62378700540098,None
13/03/2025,HYD_ALPES,21474.73017993424,29.707998525337462,68.05571005278927,None
13/03/2025,HYD_PYR,19788.02222988375,13.098389405518411,66.79992827188029,SensorError
14/03/2025,HYD_RHONE,20540.2956984504,33.65984129007253,67.44325608009802,None
14/03/2025,HYD_ALPES,24435.969439224158,33.32462250956193,67.22700357239914,None
14/03/2025,HYD_PYR,20382.515020689996,41.984498280661114,73.969843053728,None
15/03/2025,HYD_RHONE,8079.787108423861,37.7387577743773,81.30381742953273,None
15/03/2025,HYD_ALPES,17425.7298847907,29.205858015489902,63.61962331942083,None
15/03/2025,HYD_PYR,10246.154295935961,26.70119260824912,69.95396001723448,None
16/03/2025,HYD_RHONE,16775.510267053152,37.03273190532204,71.01568060346358,None
16/03/2025,HYD_ALPES,16555.78587353016,4.105473034449162,74.78737636599057,None
16/03/2025,HYD_PYR,13981.95936950469,30.172599696411183,77.92993869363818,None
17/03/2025,HYD_RHONE,12295.10805594114,36.510945965385254,71.04382740417212,None
17/03/2025,HYD_ALPES,14184.738777160506,26.91093517081405,68.17747680036787,None
17/03/2025,HYD_PYR,14918.78990457327,24.560579241529098,75.46842358684805,SensorError
18/03/2025,HYD_RHONE,15699.521585448474,30.6535920683741,62.15941426855018,None
18/03/2025,HYD_ALPES,16600.648843320076,40.14502014284216,59.13602842415219,None
18/03/2025,HYD_PYR,18423.953137060616,32.059392703713016,87.54224685117259,None
19/03/2025,HYD_RHONE,15012.301225716574,21.906790434273464,67.15273100031,None
19/03/2025,HYD_ALPES,21062.664051753578,38.95283835284725,69.51764806446225,None
19/03/2025,HYD_PYR,16054.693670823248,40.70481853527602,75.26289508531035,None
20/03/2025,HYD_RHONE,19713.065110578813,20.7340353737074,74.08196555475367,None
20/03/2025,HYD_ALPES,15042.97289391683,53.18709320827814,77.31142983444114,None
20/03/2025,HYD_PYR,26626.094843480067,27.994122334760128,77.62577848308288,None
21/03/2025,HYD_RHONE,17975.60386512868,36.53583193646354,63.345273252636034,None
21/03/2025,HYD_ALPES,22414.134685003097,34.54715975078883,79.61568406719076,None
21/03/2025,HYD_PYR,13563.020442511397,21.71798510220608,75.06425922575382,None
22/03/2025,HYD_RHONE,14500.828942436696,23.936265847704867,74.26809388656132,None
22/03/2025,HYD_ALPES,15241.876919932238,28.609370290143573,74.53510886604961,None
22/03/2025,HYD_PYR,25597.399721718728,11.169450111831633,58.606263863528895,None
23/03/2025,HYD_RHONE,15391.58793135072,35.38879805642425,70.74046206162936,LowFlow
23/03/2025,HYD_ALPES,13070.95043916441,10.938284709286808,66.20054761731141,None
23/03/2025,HYD_PYR,21143.44452347931,28.132006354170393,65.33631884000795,SensorError
24/03/2025,HYD_RHONE,16423.456513797817,21.95457708810326,69.07273439590573,None
24/03/2025,HYD_ALPES,15371.1460495269,33.20928198806101,76.95271290468696,None
24/03/2025,HYD_PYR,13880.927216384138,8.162439531287333,73.72315966723677,None
25/03/2025,HYD_RHONE,18057.548521167657,13.040204538488439,74.62484798652969,None
25/03/2025,HYD_ALPES,20238.09140771686,22.62917513782638,69.32200321708741,None
25/03/2025,HYD_PYR,19194.724674918918,32.669595306461005,74.25778667514639,None
26/03/2025,HYD_RHONE,14378.531645517549,29.994382163230668,70.8057023079554,None
26/03/2025,HYD_ALPES,12446.729786908769,37.45253794057987,77.69474153427711,None
26/03/2025,HYD_PYR,927.3396042972745,28.971097284406927,76.17395726579466,None
27/03/2025,HYD_RHONE,12607.218908930317,27.840323489370597,72.9589057363629,None
27/03/2025,HYD_ALPES,14785.888742902876,18.35578953534072,67.19224049619827,LowFlow
27/03/2025,HYD_PYR,15975.64863995539,25.989666959918143,73.6379394269427,None
28/03/2025,HYD_RHONE,15170.91716334948,27.824361045363414,73.4547162203482,None
28/03/2025,HYD_ALPES,26843.332400915686,9.507207768104031,72.71600392243268,SensorError
28/03/2025,HYD_PYR,18067.187521484,19.988025921425418,69.1448216211813,None
29/03/2025,HYD_RHONE,11496.957640713492,32.17020541316468,68.0727481135315,None
29/03/2025,HYD_ALPES,18691.15611400298,29.61544026512122,73.9342223983655,SensorError
29/03/2025,HYD_PYR,17687.611538930385,25.722933871590012,66.85383199240451,None
30/03/2025,HYD_RHONE,12210.339674328538,22.533031942451075,70.48937834841072,None
30/03/2025,HYD_ALPES,17297.461102662957,12.314008235646465,75.52120761515002,None
30/03/2025,HYD_PYR,18214.574800097693,8.421567111647438,74.64892823556211,None
31/03/2025,HYD_RHONE,20093.116812901324,25.23981127260901,65.05639613775446,None
31/03/2025,HYD_ALPES,9452.44543669345,41.40050554104701,73.79114823206146,None
31/03/2025,HYD_PYR,18662.696442611326,28.332148046977128,84.19128841218101,None
01/04/2025,HYD_RHONE,21557.637690021897,37.192597919936546,76.05357309638592,None
01/04/2025,HYD_ALPES,23373.209000230567,17.40981320600452,70.35247052669376,None
01/04/2025,HYD_PYR,11540.943399503549,30.548345459665768,79.84496784739045,None
02/04/2025,HYD_RHONE,15645.381363992597,21.666819110572025,85.19512822733452,None
02/04/2025,HYD_ALPES,16013.55099182409,21.319482830421368,77.18013908762825,None
02/04/2025,HYD_PYR,18766.971199012685,34.7013064279645,61.61065806019765,None
03/04/2025,HYD_RHONE,15574.409429392887,26.915977041749514,75.70087847243157,LowFlow
03/04/2025,HYD_ALPES,13481.504429291139,15.530192219897542,80.092725737041,None
03/04/2025,HYD_PYR,17025.270215822587,28.882266241993015,59.616369422381325,None
04/04/2025,HYD_RHONE,14917.492148601634,21.554483351739613,77.62269304790556,None
04/04/2025,HYD_ALPES,18336.32021660392,15.001027899195542,70.781269582365,None
04/04/2025,HYD_PYR,13123.643929985681,19.041853740884594,79.89263077114309,None
05/04/2025,HYD_RHONE,12315.223307017848,46.41303965970729,71.57306380922563,SensorError
05/04/2025,HYD_ALPES,21198.67282925485,38.91146007600777,74.05935431230202,None
05/04/2025,HYD_PYR,24835.604932456845,9.869161676628742,74.15995583652405,HighLevel
06/04/2025,HYD_RHONE,23124.630661548323,26.304707380423103,76.28466412803553,None
06/04/2025,HYD_ALPES,15926.682746795605,26.96065393247532,74.68262427434603,HighLevel
06/04/2025,HYD_PYR,20209.483252008482,25.60566473970628,66.60541720433281,None
07/04/2025,HYD_RHONE,13592.125427589195,22.0249944494815,70.42125283823738,LowFlow
07/04/2025,HYD_ALPES,18131.081298398847,34.72360587076449,71.96051728012189,None
07/04/2025,HYD_PYR,13981.549485704069,36.484261007493465,79.38214633577101,HighLevel
08/04/2025,HYD_RHONE,20974.715648172423,37.44100630958861,74.90595262621623,None
08/04/2025,HYD_ALPES,20469.165928110604,30.97097209103637,68.05445830626117,None
08/04/2025,HYD_PYR,24088.625622170406,33.4779070477072,66.48182808743215,None
09/04/2025,HYD_RHONE,15328.640667376505,24.899619115413287,75.9284833149688,None
09/04/2025,HYD_ALPES,22200.328064149602,13.812047258310196,69.15105729473716,None
09/04/2025,HYD_PYR,18124.567235326736,13.575242012509971,76.51916516434065,SensorError
10/04/2025,HYD_RHONE,16486.476183090523,20.334764580208763,71.66528263855787,None
10/04/2025,HYD_ALPES,17480.576592366928,26.194844503974412,80.76063543748681,None
10/04/2025,HYD_PYR,22652.450013713253,16.451658591249785,67.57790474528844,None
11/04/2025,HYD_RHONE,15698.640483403735,17.831160851206,80.63257867454017,None
11/04/2025,HYD_ALPES,15891.96492483862,24.594465765755785,77.90085864337537,None
11/04/2025,HYD_PYR,8350.332028245542,35.77702952844976,69.357620141328,LowFlow
12/04/2025,HYD_RHONE,15641.217354147422,31.00895428180172,66.73000320531759,None
12/04/2025,HYD_ALPES,17204.575326241094,20.228265432597947,83.56612833894489,None
12/04/2025,HYD_PYR,13303.45844450991,28.41745202124889,66.58422824756268,None
13/04/2025,HYD_RHONE,12370.150245010513,16.042207831954656,73.83829680445476,None
13/04/2025,HYD_ALPES,9165.293410623432,20.22830080286758,74.07214116440704,None
13/04/2025,HYD_PYR,13978.32773784777,13.08541275728589,72.06002667448728,None
14/04/2025,HYD_RHONE,21600.48056782904,31.85954468024753,76.68806063621669,None
14/04/2025,HYD_ALPES,10568.96124818573,25.45473461399086,66.41657575346002,None
14/04/2025,HYD_PYR,19198.26555688622,26.580497994370894,83.59839135426475,None
15/04/2025,HYD_RHONE,19541.516878702954,35.253434120381655,67.05288867919757,None
15/04/2025,HYD_ALPES,25520.874160341125,19.024738889886166,71.13639969590359,LowFlow
15/04/2025,HYD_PYR,20145.749702629775,32.20074310708259,63.37093857962621,None
16/04/2025,HYD_RHONE,19827.402408203478,45.86428894738442,78.27667863508545,None
16/04/2025,HYD_ALPES,17597.24956225454,19.160975116770686,83.32866527287513,None
16/04/2025,HYD_PYR,16203.257870134665,13.932829888331952,84.04885161682462,None
17/04/2025,HYD_RHONE,19438.35814976297,16.67943499595212,78.80832621291519,None
17/04/2025,HYD_ALPES,20945.06483629055,31.49726760129343,69.77314753827076,None
17/04/2025,HYD_PYR,16847.885968318686,43.716629805940826,72.01031661034018,None
18/04/2025,HYD_RHONE,21109.166427085387,43.34796129607848,70.06257332420016,None
18/04/2025,HYD_ALPES,27156.202926083213,35.60415330359538,64.72109587619856,None
18/04/2025,HYD_PYR,16469.2638383172,35.91366873111489,70.22711559284033,None
19/04/2025,HYD_RHONE,16576.20618483942,32.181012113384355,77.45256888068658,None
19/04/2025,HYD_ALPES,15849.956015890131,34.52589755829469,66.79809587647497,None
19/04/2025,HYD_PYR,16708.22317689057,30.73382154190834,58.31407841398344,None
20/04/2025,HYD_RHONE,20847.800117110128,20.802122849908912,64.48198008390771,None
20/04/2025,HYD_ALPES,16530.80761986884,43.42094208145515,76.9093074992739,HighLevel
20/04/2025,HYD_PYR,16918.87671278314,40.01888556072626,61.69077662672326,None
