timestamp,price_eur_mwh,volume_mwh,market
2025-01-03T08:15:00,152.57,1133,EPEX Spot
2025-01-03T08:30:00,127.02,3694,EPEX Spot
2025-01-03T08:45:00,137.37,3340,EPEX Spot
2025-01-03T09:00:00,88.33,4207,EPEX Spot
2025-01-03T09:15:00,73.1,3100,EPEX Spot
2025-01-03T09:30:00,89.37,767,EPEX Spot
2025-01-03T09:45:00,100.58,4754,EPEX Spot
2025-01-03T10:00:00,76.41,3771,EPEX Spot
2025-01-03T10:15:00,71.37,3245,EPEX Spot
2025-01-03T10:30:00,62.07,4385,EPEX Spot
2025-01-03T10:45:00,96.7,1521,EPEX Spot
2025-01-03T11:00:00,95.07,2952,EPEX Spot
2025-01-03T11:15:00,123.74,1505,EPEX Spot
2025-01-03T11:30:00,83.54,1783,EPEX Spot
2025-01-03T11:45:00,78.07,4864,EPEX Spot
2025-01-03T12:00:00,89.35,1916,EPEX Spot
2025-01-03T12:15:00,74.24,4281,EPEX Spot
2025-01-03T12:30:00,62.29,3170,EPEX Spot
2025-01-03T12:45:00,81.78,3111,EPEX Spot
2025-01-03T13:00:00,89.16,1801,EPEX Spot
2025-01-03T13:15:00,90.48,3452,EPEX Spot
2025-01-03T13:30:00,88.88,3406,EPEX Spot
2025-01-03T13:45:00,101.28,4105,EPEX Spot
2025-01-03T14:00:00,90.41,1228,EPEX Spot
2025-01-03T14:15:00,85.41,3854,EPEX Spot
2025-01-03T14:30:00,54.69,753,EPEX Spot
2025-01-03T14:45:00,84.92,2292,EPEX Spot
2025-01-03T15:00:00,76.58,4945,EPEX Spot
2025-01-03T15:15:00,57.57,1072,EPEX Spot
2025-01-03T15:30:00,90.02,1344,EPEX Spot
2025-01-03T15:45:00,90.36,4949,EPEX Spot
2025-01-03T16:00:00,88.51,3008,EPEX Spot
2025-01-03T16:15:00,91.11,4593,EPEX Spot
2025-01-03T16:30:00,82.48,1691,EPEX Spot
2025-01-03T16:45:00,75.07,1319,EPEX Spot
2025-01-03T17:00:00,185.4,564,EPEX Spot
2025-01-03T17:15:00,152.96,2850,EPEX Spot
2025-01-03T17:30:00,374.67,4578,EPEX Spot
2025-01-03T17:45:00,101.45,1362,EPEX Spot
2025-01-03T18:00:00,174.1,1500,EPEX Spot
2025-01-03T18:15:00,113.32,3048,EPEX Spot
2025-01-03T18:30:00,139.11,2190,EPEX Spot
2025-01-03T18:45:00,125.68,2153,EPEX Spot
2025-01-03T19:00:00,143.95,910,EPEX Spot
2025-01-03T19:15:00,157.72,762,EPEX Spot
2025-01-03T19:30:00,136.71,1180,EPEX Spot
2025-01-03T19:45:00,133.69,2353,EPEX Spot
2025-01-03T20:00:00,164.59,2624,EPEX Spot
2025-01-03T20:15:00,202.64,2803,EPEX Spot
2025-01-03T20:30:00,160.81,932,EPEX Spot
2025-01-03T20:45:00,131.72,2276,EPEX Spot
2025-01-03T21:00:00,97.42,4320,EPEX Spot
2025-01-03T21:15:00,114.88,4570,EPEX Spot
2025-01-03T21:30:00,101.27,904,EPEX Spot
2025-01-03T21:45:00,49.13,1349,EPEX Spot
2025-01-03T22:00:00,60.57,3635,EPEX Spot
2025-01-03T22:15:00,40.82,1111,EPEX Spot
2025-01-03T22:30:00,51.05,3412,EPEX Spot
2025-01-03T22:45:00,42.52,818,EPEX Spot
2025-01-03T23:00:00,64.85,3929,EPEX Spot
2025-01-03T23:15:00,42.94,4314,EPEX Spot
2025-01-03T23:30:00,78.36,2492,EPEX Spot
2025-01-03T23:45:00,49.94,2888,EPEX Spot
2025-01-04T00:00:00,45.53,1773,EPEX Spot
2025-01-04T00:15:00,61.44,2132,EPEX Spot
2025-01-04T00:30:00,57.14,1550,EPEX Spot
2025-01-04T00:45:00,62.01,572,EPEX Spot
2025-01-04T01:00:00,47.34,3856,EPEX Spot
2025-01-04T01:15:00,76.69,3682,EPEX Spot
2025-01-04T01:30:00,69.81,2700,EPEX Spot
2025-01-04T01:45:00,49.75,2925,EPEX Spot
2025-01-04T02:00:00,66.45,1556,EPEX Spot
2025-01-04T02:15:00,44.74,1830,EPEX Spot
2025-01-04T02:30:00,61.41,3925,EPEX Spot
2025-01-04T02:45:00,66.51,4419,EPEX Spot
2025-01-04T03:00:00,54.99,3915,EPEX Spot
2025-01-04T03:15:00,33.6,2706,EPEX Spot
2025-01-04T03:30:00,30.0,3691,EPEX Spot
2025-01-04T03:45:00,55.87,4050,EPEX Spot
2025-01-04T04:00:00,35.52,3535,EPEX Spot
2025-01-04T04:15:00,71.09,2196,EPEX Spot
2025-01-04T04:30:00,30.0,1526,EPEX Spot
2025-01-04T04:45:00,76.34,1873,EPEX Spot
2025-01-04T05:00:00,51.02,4252,EPEX Spot
2025-01-04T05:15:00,32.91,4813,EPEX Spot
2025-01-04T05:30:00,40.97,4470,EPEX Spot
2025-01-04T05:45:00,45.93,3882,EPEX Spot
2025-01-04T06:00:00,159.66,881,EPEX Spot
2025-01-04T06:15:00,125.49,3836,EPEX Spot
2025-01-04T06:30:00,130.82,3009,EPEX Spot
2025-01-04T06:45:00,143.51,1859,EPEX Spot
2025-01-04T07:00:00,149.39,3107,EPEX Spot
2025-01-04T07:15:00,164.33,3265,EPEX Spot
2025-01-04T07:30:00,155.38,1067,EPEX Spot
2025-01-04T07:45:00,142.21,4031,EPEX Spot
2025-01-04T08:00:00,154.73,2936,EPEX Spot
2025-01-04T08:15:00,153.31,2470,EPEX Spot
2025-01-04T08:30:00,144.97,2464,EPEX Spot
2025-01-04T08:45:00,152.33,4852,EPEX Spot
2025-01-04T09:00:00,36.97,4964,EPEX Spot
2025-01-04T09:15:00,98.67,3934,EPEX Spot
2025-01-04T09:30:00,90.96,963,EPEX Spot
2025-01-04T09:45:00,109.96,3088,EPEX Spot
2025-01-04T10:00:00,63.78,4907,EPEX Spot
2025-01-04T10:15:00,91.43,4379,EPEX Spot
2025-01-04T10:30:00,41.9,3925,EPEX Spot
2025-01-04T10:45:00,44.69,817,EPEX Spot
2025-01-04T11:00:00,75.26,4259,EPEX Spot
2025-01-04T11:15:00,68.43,2236,EPEX Spot
2025-01-04T11:30:00,100.95,4280,EPEX Spot
2025-01-04T11:45:00,103.57,4677,EPEX Spot
2025-01-04T12:00:00,105.67,947,EPEX Spot
2025-01-04T12:15:00,91.96,507,EPEX Spot
2025-01-04T12:30:00,92.82,886,EPEX Spot
2025-01-04T12:45:00,54.37,3797,EPEX Spot
2025-01-04T13:00:00,107.99,689,EPEX Spot
2025-01-04T13:15:00,105.04,1562,EPEX Spot
2025-01-04T13:30:00,52.4,4748,EPEX Spot
2025-01-04T13:45:00,89.36,2107,EPEX Spot
2025-01-04T14:00:00,69.07,3454,EPEX Spot
2025-01-04T14:15:00,116.99,3863,EPEX Spot
2025-01-04T14:30:00,60.5,1232,EPEX Spot
2025-01-04T14:45:00,81.85,4784,EPEX Spot
2025-01-04T15:00:00,286.64,2262,EPEX Spot
2025-01-04T15:15:00,78.93,4867,EPEX Spot
2025-01-04T15:30:00,122.97,1182,EPEX Spot
2025-01-04T15:45:00,113.82,4685,EPEX Spot
2025-01-04T16:00:00,47.25,3920,EPEX Spot
2025-01-04T16:15:00,89.74,543,EPEX Spot
2025-01-04T16:30:00,79.77,3952,EPEX Spot
2025-01-04T16:45:00,96.69,2215,EPEX Spot
2025-01-04T17:00:00,154.26,4544,EPEX Spot
2025-01-04T17:15:00,133.75,884,EPEX Spot
2025-01-04T17:30:00,129.25,4697,EPEX Spot
2025-01-04T17:45:00,141.96,2034,EPEX Spot
2025-01-04T18:00:00,147.59,1786,EPEX Spot
2025-01-04T18:15:00,153.88,2340,EPEX Spot
2025-01-04T18:30:00,138.59,875,EPEX Spot
2025-01-04T18:45:00,184.12,4883,EPEX Spot
2025-01-04T19:00:00,160.71,4687,EPEX Spot
2025-01-04T19:15:00,167.48,3223,EPEX Spot
2025-01-04T19:30:00,147.23,4251,EPEX Spot
2025-01-04T19:45:00,129.25,3695,EPEX Spot
2025-01-04T20:00:00,167.67,708,EPEX Spot
2025-01-04T20:15:00,130.13,3280,EPEX Spot
2025-01-04T20:30:00,109.54,801,EPEX Spot
2025-01-04T20:45:00,161.31,4890,EPEX Spot
2025-01-04T21:00:00,64.89,2276,EPEX Spot
2025-01-04T21:15:00,73.31,3043,EPEX Spot
2025-01-04T21:30:00,93.88,4700,EPEX Spot
2025-01-04T21:45:00,61.39,998,EPEX Spot
2025-01-04T22:00:00,30.0,2951,EPEX Spot
2025-01-04T22:15:00,74.39,1083,EPEX Spot
2025-01-04T22:30:00,48.83,4065,EPEX Spot
2025-01-04T22:45:00,75.15,914,EPEX Spot
2025-01-04T23:00:00,62.52,3367,EPEX Spot
2025-01-04T23:15:00,63.11,4527,EPEX Spot
2025-01-04T23:30:00,53.27,4921,EPEX Spot
2025-01-04T23:45:00,53.25,3528,EPEX Spot
2025-01-05T00:00:00,72.69,678,EPEX Spot
2025-01-05T00:15:00,66.29,1331,EPEX Spot
2025-01-05T00:30:00,38.22,2870,EPEX Spot
2025-01-05T00:45:00,59.86,4828,EPEX Spot
2025-01-05T01:00:00,37.61,2253,EPEX Spot
2025-01-05T01:15:00,43.75,864,EPEX Spot
2025-01-05T01:30:00,61.37,1886,EPEX Spot
2025-01-05T01:45:00,37.31,3395,EPEX Spot
2025-01-05T02:00:00,52.95,4840,EPEX Spot
2025-01-05T02:15:00,57.6,788,EPEX Spot
2025-01-05T02:30:00,43.21,4173,EPEX Spot
2025-01-05T02:45:00,64.39,4167,EPEX Spot
2025-01-05T03:00:00,41.21,4495,EPEX Spot
2025-01-05T03:15:00,68.85,1400,EPEX Spot
2025-01-05T03:30:00,52.61,1373,EPEX Spot
2025-01-05T03:45:00,53.46,3542,EPEX Spot
2025-01-05T04:00:00,32.02,2710,EPEX Spot
2025-01-05T04:15:00,45.31,576,EPEX Spot
2025-01-05T04:30:00,53.9,3882,EPEX Spot
2025-01-05T04:45:00,70.49,3693,EPEX Spot
2025-01-05T05:00:00,43.57,1130,EPEX Spot
2025-01-05T05:15:00,70.41,2175,EPEX Spot
2025-01-05T05:30:00,34.89,2112,EPEX Spot
2025-01-05T05:45:00,56.68,1482,EPEX Spot
2025-01-05T06:00:00,139.86,1192,EPEX Spot
2025-01-05T06:15:00,180.88,1582,EPEX Spot
2025-01-05T06:30:00,177.27,2238,EPEX Spot
2025-01-05T06:45:00,155.71,2753,EPEX Spot
2025-01-05T07:00:00,139.3,1806,EPEX Spot
2025-01-05T07:15:00,119.66,1751,EPEX Spot
2025-01-05T07:30:00,157.57,3012,EPEX Spot
2025-01-05T07:45:00,154.15,3986,EPEX Spot
2025-01-05T08:00:00,167.16,2187,EPEX Spot
2025-01-05T08:15:00,120.67,3004,EPEX Spot
2025-01-05T08:30:00,152.83,1828,EPEX Spot
2025-01-05T08:45:00,158.58,4180,EPEX Spot
2025-01-05T09:00:00,61.96,2645,EPEX Spot
2025-01-05T09:15:00,82.33,4302,EPEX Spot
2025-01-05T09:30:00,65.46,4152,EPEX Spot
2025-01-05T09:45:00,63.49,4953,EPEX Spot
2025-01-05T10:00:00,69.39,1976,EPEX Spot
2025-01-05T10:15:00,74.68,3538,EPEX Spot
2025-01-05T10:30:00,104.77,1637,EPEX Spot
2025-01-05T10:45:00,73.56,1339,EPEX Spot
2025-01-05T11:00:00,63.08,3349,EPEX Spot
2025-01-05T11:15:00,96.26,1305,EPEX Spot
2025-01-05T11:30:00,100.55,3200,EPEX Spot
2025-01-05T11:45:00,96.39,4850,EPEX Spot
2025-01-05T12:00:00,107.39,4935,EPEX Spot
2025-01-05T12:15:00,83.85,4483,EPEX Spot
2025-01-05T12:30:00,83.11,4142,EPEX Spot
2025-01-05T12:45:00,65.92,3656,EPEX Spot
2025-01-05T13:00:00,107.98,2656,EPEX Spot
2025-01-05T13:15:00,78.16,576,EPEX Spot
2025-01-05T13:30:00,73.93,1390,EPEX Spot
2025-01-05T13:45:00,72.14,2273,EPEX Spot
2025-01-05T14:00:00,92.73,3610,EPEX Spot
2025-01-05T14:15:00,81.67,2528,EPEX Spot
2025-01-05T14:30:00,83.79,704,EPEX Spot
2025-01-05T14:45:00,73.51,2431,EPEX Spot
2025-01-05T15:00:00,76.03,1080,EPEX Spot
2025-01-05T15:15:00,77.04,3235,EPEX Spot
2025-01-05T15:30:00,398.21,2918,EPEX Spot
2025-01-05T15:45:00,43.98,4682,EPEX Spot
2025-01-05T16:00:00,88.96,1235,EPEX Spot
2025-01-05T16:15:00,101.76,2932,EPEX Spot
2025-01-05T16:30:00,43.23,2282,EPEX Spot
2025-01-05T16:45:00,78.57,3321,EPEX Spot
2025-01-05T17:00:00,169.64,4797,EPEX Spot
2025-01-05T17:15:00,134.94,1212,EPEX Spot
2025-01-05T17:30:00,155.37,4243,EPEX Spot
2025-01-05T17:45:00,131.36,2481,EPEX Spot
2025-01-05T18:00:00,150.66,4243,EPEX Spot
2025-01-05T18:15:00,175.55,3116,EPEX Spot
2025-01-05T18:30:00,183.91,4426,EPEX Spot
2025-01-05T18:45:00,155.1,3665,EPEX Spot
2025-01-05T19:00:00,124.42,2346,EPEX Spot
2025-01-05T19:15:00,143.79,2685,EPEX Spot
2025-01-05T19:30:00,113.74,4162,EPEX Spot
2025-01-05T19:45:00,144.12,1175,EPEX Spot
2025-01-05T20:00:00,169.29,1176,EPEX Spot
2025-01-05T20:15:00,122.74,3328,EPEX Spot
2025-01-05T20:30:00,145.86,3520,EPEX Spot
2025-01-05T20:45:00,133.68,2902,EPEX Spot
2025-01-05T21:00:00,115.87,2139,EPEX Spot
2025-01-05T21:15:00,87.97,929,EPEX Spot
2025-01-05T21:30:00,97.01,2717,EPEX Spot
2025-01-05T21:45:00,85.85,4575,EPEX Spot
2025-01-05T22:00:00,65.22,2240,EPEX Spot
2025-01-05T22:15:00,71.61,2279,EPEX Spot
2025-01-05T22:30:00,50.77,3872,EPEX Spot
2025-01-05T22:45:00,39.38,3861,EPEX Spot
2025-01-05T23:00:00,31.3,1546,EPEX Spot
2025-01-05T23:15:00,85.17,1887,EPEX Spot
2025-01-05T23:30:00,66.41,4314,EPEX Spot
2025-01-05T23:45:00,30.0,2400,EPEX Spot
2025-01-06T00:00:00,45.11,3537,EPEX Spot
2025-01-06T00:15:00,58.32,4115,EPEX Spot
2025-01-06T00:30:00,83.45,989,EPEX Spot
2025-01-06T00:45:00,30.0,4092,EPEX Spot
2025-01-06T01:00:00,58.53,1506,EPEX Spot
2025-01-06T01:15:00,42.01,1518,EPEX Spot
2025-01-06T01:30:00,30.0,3158,EPEX Spot
2025-01-06T01:45:00,76.91,1306,EPEX Spot
2025-01-06T02:00:00,30.72,3228,EPEX Spot
2025-01-06T02:15:00,69.42,2529,EPEX Spot
2025-01-06T02:30:00,30.0,3543,EPEX Spot
2025-01-06T02:45:00,40.2,1097,EPEX Spot
2025-01-06T03:00:00,61.44,4134,EPEX Spot
2025-01-06T03:15:00,64.34,1209,EPEX Spot
2025-01-06T03:30:00,58.74,2566,EPEX Spot
2025-01-06T03:45:00,69.71,4162,EPEX Spot
2025-01-06T04:00:00,44.23,4982,EPEX Spot
2025-01-06T04:15:00,77.85,2581,EPEX Spot
2025-01-06T04:30:00,57.13,4286,EPEX Spot
2025-01-06T04:45:00,64.7,3603,EPEX Spot
