timestamp,site_id,consumption_mw,voltage_v,frequency_hz,status
2025-01-28T23:15:00,SITE_IND_002,0.882,222.5,49.97,OK
2025-01-27T19:15:00,SITE_RES_001,0.284,216.2,50.05,OK
29/01/2025 05:45:00,SITE_RES_002,0.095,231.0,49.95,OK
2025-01-02T21:00:00,SITE_RES_001,0.175,240.6,50.07,OK
2025-01-19T01:15:00,SITE_IND_002,0.719,233.5,49.85,OK
2025-01-03T07:00:00,SITE_IND_002,2.733,223.9,50.07,OK
04/01/2025 21:00:00,SITE_IND_001,1.724,241.3,49.77,OK
2025-01-11T21:45:00,SITE_RES_001,0.126,226.8,49.99,OK
2025-01-05T17:30:00,SITE_COM_001,1.336,227.5,49.35,OK
17/01/2025 06:45:00,SITE_RES_001,0.172,234.4,49.69,OK
27/01/2025 14:45:00,SITE_COM_002,0.864,235.1,50.03,OK
2025-01-02T21:15:00,SITE_IND_002,2.467,221.0,50.23,OK
2025-01-18T21:00:00,SITE_RES_001,0.159,227.0,49.9,OK
2025-01-05 22:00:00,SITE_RES_001,0.146,235.9,50.0,OK
2025-01-09T12:00:00,SITE_IND_001,4.132,224.5,50.06,OK
2025-01-07 11:45:00,SITE_IND_002,2.403,236.4,49.92,OK
2025-01-05T07:15:00,SITE_RES_002,0.289,225.4,50.1,OK
2025-01-11 20:30:00,SITE_IND_001,1.75,218.6,49.94,OK
2025-01-22T08:00:00,SITE_COM_002,0.801,221.7,50.29,OK
25/01/2025 08:30:00,SITE_RES_002,0.246,235.5,50.13,OK
2025-01-05T17:00:00,SITE_COM_001,0.94,225.3,50.22,OK
2025-01-28 08:30:00,SITE_IND_002,2.351,241.2,50.01,OK
2025-01-25T23:30:00,SITE_IND_002,1.201,228.6,49.58,OK
2025-01-13T16:45:00,SITE_COM_002,1.048,230.0,50.01,OK
2025-01-01T14:30:00,SITE_COM_002,0.935,224.5,49.87,OK
2025-01-08 06:45:00,SITE_COM_002,0.182,221.8,50.59,OK
2025-01-04 11:30:00,SITE_RES_001,0.152,231.2,50.21,OK
14/01/2025 23:15:00,SITE_IND_001,1.645,228.7,49.99,OK
05/01/2025 00:30:00,SITE_COM_002,0.191,256.7,50.02,OK
2025-01-05T08:45:00,SITE_COM_001,1.333,246.8,50.07,OK
2025-01-28 04:15:00,SITE_COM_001,0.218,222.9,49.88,OK
11/01/2025 17:30:00,SITE_IND_001,1.492,233.9,49.88,OK
15/01/2025 17:30:00,SITE_COM_002,0.993,226.8,50.42,OK
2025-01-10T10:00:00,SITE_COM_001,1.474,242.6,49.75,OK
2025-01-14 19:00:00,SITE_IND_002,2.74,239.4,50.09,OK
2025-01-18T21:30:00,SITE_RES_001,0.135,243.5,49.75,OK
2025-01-27 13:45:00,SITE_COM_002,,234.8,50.12,ERROR
2025-01-16 13:45:00,SITE_COM_002,0.923,241.6,49.76,OK
25/01/2025 12:45:00,SITE_IND_002,0.983,222.4,49.95,OK
17/01/2025 19:45:00,SITE_IND_002,2.236,218.6,50.14,OK
2025-01-11 00:15:00,SITE_IND_002,0.891,227.5,49.69,OK
09/01/2025 00:00:00,SITE_COM_001,0.215,232.7,50.0,OK
2025-01-06T15:45:00,SITE_RES_002,0.109,238.2,50.07,OK
2025-01-14T13:00:00,SITE_IND_001,3.677,223.5,50.09,OK
2025-01-14T22:30:00,SITE_IND_002,-888.0,236.5,50.34,ERROR
03/01/2025 00:15:00,SITE_RES_002,0.091,226.7,49.96,OK
18/01/2025 04:00:00,SITE_RES_002,0.121,249.9,50.03,OK
2025-01-23T18:45:00,SITE_IND_001,3.413,234.9,50.08,OK
2025-01-12 22:15:00,SITE_COM_001,0.2,231.3,49.58,OK
2025-01-16 13:30:00,SITE_COM_001,1.31,236.3,50.13,OK
15/01/2025 00:00:00,SITE_IND_002,0.819,231.5,49.83,OK
03/01/2025 14:00:00,SITE_RES_002,0.139,218.1,50.06,OK
2025-01-20 15:45:00,SITE_RES_002,0.089,236.3,49.94,OK
2025-01-15 15:15:00,SITE_IND_002,3.084,228.0,50.18,OK
2025-01-03 11:30:00,SITE_IND_002,2.518,245.1,50.12,OK
2025-01-01T13:30:00,SITE_COM_001,0.915,237.6,50.16,OK
2025-01-05T15:30:00,SITE_IND_002,1.287,244.1,50.16,OK
2025-01-28 23:45:00,SITE_COM_002,0.141,215.6,49.95,OK
14/01/2025 05:00:00,SITE_RES_002,0.107,211.8,50.11,OK
2025-01-12T19:45:00,SITE_IND_001,1.329,232.5,49.77,OK
16/01/2025 13:30:00,SITE_RES_002,0.121,230.0,50.13,OK
02/01/2025 10:00:00,SITE_RES_001,0.162,237.4,50.1,OK
2025-01-01T10:15:00,SITE_IND_002,1.98,223.8,50.01,OK
2025-01-06T09:15:00,SITE_RES_002,0.113,231.0,49.68,OK
2025-01-11T04:15:00,SITE_IND_002,1.209,241.0,49.99,OK
2025-01-28T16:30:00,SITE_IND_002,1.972,234.0,49.75,OK
2025-01-19 06:15:00,SITE_RES_001,0.139,221.5,49.92,OK
2025-01-19T08:45:00,SITE_RES_002,0.325,223.8,50.17,OK
2025-01-06T15:45:00,SITE_COM_001,1.118,240.7,49.78,OK
2025-01-23T20:15:00,SITE_COM_001,0.226,225.7,49.98,OK
2025-01-08T01:30:00,SITE_IND_002,1.143,243.0,49.78,OK
2025-01-27T14:45:00,SITE_IND_001,3.468,228.0,49.97,OK
2025-01-05T12:30:00,SITE_RES_002,0.116,231.9,49.77,OK
01/01/2025 20:00:00,SITE_RES_002,0.221,237.5,50.08,OK
27/01/2025 22:30:00,SITE_COM_002,2.791,222.8,50.39,OK
2025-01-28T01:00:00,SITE_RES_002,0.081,227.1,49.91,OK
2025-01-20T23:15:00,SITE_RES_001,0.135,253.2,49.85,OK
17/01/2025 00:30:00,SITE_RES_002,0.12,227.9,49.83,OK
2025-01-20 03:15:00,SITE_COM_002,0.218,220.2,49.94,OK
27/01/2025 09:45:00,SITE_RES_002,0.092,250.3,50.48,OK
2025-01-06 08:00:00,SITE_RES_002,0.329,230.7,49.97,OK
2025-01-16T15:00:00,SITE_RES_001,0.18,228.5,49.86,OK
2025-01-01T23:15:00,SITE_RES_002,0.115,235.9,49.91,OK
30/01/2025 00:15:00,SITE_RES_002,0.117,229.4,49.83,OK
2025-01-30T16:30:00,SITE_COM_001,1.153,229.0,50.0,OK
2025-01-12T23:15:00,SITE_COM_001,-777.0,239.2,50.02,ERROR
2025-01-15T06:30:00,SITE_COM_002,0.127,221.8,50.11,OK
2025-01-07T02:45:00,SITE_IND_001,1.79,236.6,49.9,OK
2025-01-06 22:00:00,SITE_COM_002,0.125,215.1,50.03,OK
12/01/2025 07:00:00,SITE_IND_001,1.357,213.9,50.14,OK
26/01/2025 21:45:00,SITE_IND_001,1.626,241.5,50.14,OK
2025-01-22T01:30:00,SITE_COM_002,0.165,226.4,49.93,OK
2025-01-19T16:30:00,SITE_RES_002,0.127,237.7,50.21,OK
07/01/2025 16:30:00,SITE_RES_002,0.115,225.8,50.0,OK
2025-01-01T12:00:00,SITE_COM_001,1.168,222.0,49.72,OK
16/01/2025 07:15:00,SITE_RES_002,0.337,249.3,50.03,OK
2025-01-29 22:15:00,SITE_COM_002,0.151,229.8,50.1,OK
2025-01-28T07:00:00,SITE_IND_002,,221.9,50.05,ERROR
2025-01-14T01:30:00,SITE_RES_001,0.15,240.6,49.91,OK
23/01/2025 23:15:00,SITE_COM_002,0.157,238.3,50.28,OK
2025-01-11T08:00:00,SITE_COM_001,1.065,225.8,49.76,OK
2025-01-08T03:45:00,SITE_COM_002,0.151,231.7,49.63,OK
2025-01-23 20:15:00,SITE_IND_002,2.393,235.0,49.92,OK
2025-01-22 19:00:00,SITE_RES_001,,241.4,49.89,ERROR
16/01/2025 00:45:00,SITE_RES_002,0.118,224.3,49.86,OK
2025-01-13 07:15:00,SITE_RES_002,0.281,227.8,50.01,OK
2025-01-09T20:15:00,SITE_RES_001,0.271,231.0,49.87,OK
2025-01-20 10:00:00,SITE_RES_001,0.18,218.4,50.21,OK
2025-01-19T22:00:00,SITE_COM_002,-888.0,235.2,49.8,ERROR
2025-01-26 14:15:00,SITE_IND_002,1.054,234.2,50.1,OK
2025-01-14T09:00:00,SITE_IND_001,3.59,223.9,50.01,OK
2025-01-04T16:30:00,SITE_RES_002,0.094,238.4,50.15,OK
2025-01-05T13:00:00,SITE_IND_001,1.354,226.7,50.4,OK
13/01/2025 14:45:00,SITE_COM_001,1.059,218.6,50.16,OK
24/01/2025 04:15:00,SITE_RES_001,0.132,210.3,49.96,OK
2025-01-08T12:30:00,SITE_IND_002,1.998,230.1,50.11,OK
2025-01-17 06:15:00,SITE_IND_001,3.44,219.2,49.99,OK
2025-01-09T01:00:00,SITE_COM_001,0.199,222.0,49.7,OK
09/01/2025 15:30:00,SITE_COM_002,0.879,248.7,50.0,OK
04/01/2025 12:45:00,SITE_RES_002,0.105,235.5,49.93,OK
2025-01-21T19:00:00,SITE_RES_001,0.317,241.7,50.18,OK
2025-01-19T20:30:00,SITE_RES_002,0.335,236.4,49.82,OK
2025-01-14T10:30:00,SITE_RES_001,0.143,241.3,50.37,OK
30/01/2025 04:00:00,SITE_RES_002,0.127,236.0,50.11,OK
2025-01-23 02:00:00,SITE_RES_001,0.164,224.7,50.0,OK
05/01/2025 17:45:00,SITE_IND_001,1.636,225.9,49.99,OK
2025-01-03T12:30:00,SITE_IND_002,2.7,233.1,49.84,OK
28/01/2025 19:15:00,SITE_COM_001,-888.0,241.4,50.15,ERROR
2025-01-17 04:45:00,SITE_RES_001,0.176,221.0,50.35,OK
2025-01-07T21:15:00,SITE_RES_002,0.107,219.0,50.05,OK
10/01/2025 10:45:00,SITE_RES_001,0.155,220.9,49.97,OK
25/01/2025 04:45:00,SITE_IND_002,1.3,234.9,49.84,OK
2025-01-09 05:00:00,SITE_COM_001,0.243,231.9,49.94,OK
03/01/2025 20:15:00,SITE_COM_001,0.25,233.1,50.12,OK
12/01/2025 06:15:00,SITE_RES_001,0.135,228.6,49.67,OK
2025-01-22T11:30:00,SITE_RES_001,0.179,220.2,50.14,OK
27/01/2025 05:45:00,SITE_RES_001,0.2,235.2,50.12,OK
23/01/2025 12:15:00,SITE_RES_002,0.117,224.7,50.11,OK
2025-01-19T20:30:00,SITE_COM_001,0.182,234.6,50.04,OK
2025-01-17 08:30:00,SITE_COM_002,0.947,227.7,50.02,OK
06/01/2025 05:30:00,SITE_RES_001,0.155,239.0,50.08,OK
23/01/2025 18:00:00,SITE_IND_002,2.224,214.0,50.19,OK
2025-01-14T22:45:00,SITE_COM_002,0.145,232.1,50.0,OK
2025-01-17T06:30:00,SITE_RES_001,0.125,220.4,49.89,OK
14/01/2025 11:45:00,SITE_IND_001,3.353,237.9,49.81,OK
2025-01-16T14:00:00,SITE_IND_002,2.591,225.6,50.24,OK
2025-01-17T14:30:00,SITE_COM_002,1.053,232.7,49.76,OK
2025-01-27T02:15:00,SITE_COM_002,0.137,220.3,49.98,OK
2025-01-26T17:00:00,SITE_RES_001,0.151,232.0,50.13,OK
2025-01-08T12:45:00,SITE_IND_001,3.155,216.9,49.65,OK
2025-01-14T04:15:00,SITE_COM_001,5.952,232.6,50.14,OK
13/01/2025 12:45:00,SITE_COM_002,0.921,214.9,49.75,OK
17/01/2025 09:15:00,SITE_RES_002,0.105,236.6,49.86,OK
25/01/2025 11:45:00,SITE_COM_001,0.886,235.0,50.09,OK
2025-01-28T14:30:00,SITE_RES_002,0.111,237.1,49.72,OK
22/01/2025 16:30:00,SITE_COM_002,0.879,225.9,49.94,OK
2025-01-15T12:45:00,SITE_IND_001,4.0,229.2,50.15,OK
2025-01-20T20:15:00,SITE_COM_002,0.148,230.3,50.08,OK
2025-01-30T06:15:00,SITE_IND_001,3.668,231.2,49.92,OK
2025-01-24T21:15:00,SITE_IND_002,2.05,218.6,49.67,OK
2025-01-07T05:45:00,SITE_IND_002,1.194,240.6,49.98,OK
20/01/2025 22:45:00,SITE_IND_002,1.042,211.1,50.09,OK
2025-01-26T10:00:00,SITE_RES_002,0.113,237.4,50.23,OK
2025-01-24T08:15:00,SITE_IND_002,2.642,224.9,49.95,OK
2025-01-25T03:30:00,SITE_IND_001,1.214,227.6,49.78,OK
23/01/2025 01:30:00,SITE_IND_001,1.839,236.5,49.79,OK
2025-01-19T05:15:00,SITE_COM_002,0.134,229.5,50.26,OK
2025-01-02T01:45:00,SITE_COM_002,0.111,243.0,49.67,OK
2025-01-09T14:45:00,SITE_COM_002,0.979,237.2,49.87,OK
2025-01-11 06:45:00,SITE_COM_001,0.152,230.3,49.76,OK
2025-01-03T22:15:00,SITE_COM_001,0.222,228.0,50.01,OK
04/01/2025 22:30:00,SITE_COM_001,0.213,215.7,49.83,OK
2025-01-29 18:15:00,SITE_IND_001,3.998,235.8,49.6,OK
2025-01-05T11:30:00,SITE_COM_002,1.088,230.2,50.06,OK
2025-01-17 19:00:00,SITE_IND_001,3.881,226.4,49.85,OK
14/01/2025 17:45:00,SITE_IND_001,-888.0,245.4,49.79,ERROR
2025-01-05T17:00:00,SITE_IND_001,,236.0,49.68,ERROR
23/01/2025 03:15:00,SITE_COM_002,0.14,241.2,49.99,OK
02/01/2025 06:30:00,SITE_RES_001,0.152,230.0,49.75,OK
2025-01-29 06:00:00,SITE_RES_001,0.161,229.3,49.8,OK
2025-01-24 11:00:00,SITE_COM_002,0.928,224.2,49.96,OK
2025-01-21T10:30:00,SITE_IND_002,2.695,208.2,50.09,OK
2025-01-14T07:30:00,SITE_IND_001,3.942,204.8,50.0,OK
2025-01-20 12:15:00,SITE_IND_001,3.171,221.6,50.2,OK
2025-01-28T18:15:00,SITE_RES_001,0.448,222.2,49.89,OK
19/01/2025 05:15:00,SITE_RES_001,0.147,234.3,49.98,OK
2025-01-07T05:00:00,SITE_COM_002,-777.0,225.9,49.71,ERROR
2025-01-30T09:45:00,SITE_COM_001,1.335,226.1,50.27,OK
2025-01-14T13:00:00,SITE_COM_001,1.292,230.2,49.96,OK
27/01/2025 15:00:00,SITE_COM_002,0.738,229.9,49.81,OK
2025-01-13T16:15:00,SITE_IND_001,4.097,243.4,50.09,OK
2025-01-28 11:00:00,SITE_RES_002,0.124,246.6,50.15,OK
15/01/2025 23:30:00,SITE_COM_001,0.224,244.4,49.62,OK
05/01/2025 00:30:00,SITE_COM_002,0.191,256.7,50.02,OK
29/01/2025 00:30:00,SITE_IND_001,1.477,225.3,49.97,OK
2025-01-02 10:30:00,SITE_IND_001,3.211,238.6,49.92,OK
2025-01-16T07:00:00,SITE_COM_001,0.25,213.5,50.15,OK
2025-01-18T04:00:00,SITE_COM_002,0.167,251.6,50.08,OK
2025-01-17T14:15:00,SITE_RES_002,,206.5,50.05,ERROR
2025-01-16T12:15:00,SITE_IND_002,2.369,241.1,49.95,OK
2025-01-18T16:15:00,SITE_COM_001,1.359,243.4,49.93,OK
2025-01-12T09:00:00,SITE_RES_002,0.103,231.0,49.86,OK
13/01/2025 17:15:00,SITE_IND_002,2.461,224.9,50.25,OK
2025-01-16 22:45:00,SITE_COM_002,0.167,201.8,49.99,OK
2025-01-26T16:30:00,SITE_COM_002,0.827,237.8,50.4,OK
11/01/2025 23:15:00,SITE_COM_002,4.319,237.5,50.15,OK
2025-01-27T20:15:00,SITE_RES_001,0.423,228.4,49.94,OK
2025-01-20T06:45:00,SITE_COM_002,,222.4,49.98,ERROR
2025-01-29T21:15:00,SITE_RES_001,0.181,247.5,50.09,OK
23/01/2025 04:45:00,SITE_IND_001,1.458,221.9,50.03,OK
2025-01-28T14:45:00,SITE_IND_002,2.793,231.4,50.2,OK
2025-01-08T07:00:00,SITE_RES_002,0.322,246.8,50.11,OK
09/01/2025 17:00:00,SITE_COM_001,1.164,217.6,49.92,OK
2025-01-23 10:30:00,SITE_COM_002,0.758,226.5,49.78,OK
2025-01-13 01:45:00,SITE_IND_002,0.795,233.4,50.18,OK
2025-01-10T07:15:00,SITE_IND_002,2.295,229.3,49.9,OK
2025-01-02 14:30:00,SITE_RES_001,0.148,226.5,49.85,OK
14/01/2025 07:00:00,SITE_RES_001,0.376,226.6,49.83,OK
2025-01-23 13:15:00,SITE_COM_001,-777.0,227.2,50.24,ERROR
2025-01-24T02:15:00,SITE_IND_002,0.805,226.2,49.82,OK
07/01/2025 04:15:00,SITE_RES_001,,227.4,50.24,ERROR
07/01/2025 23:45:00,SITE_COM_001,0.176,245.6,50.16,OK
25/01/2025 21:15:00,SITE_RES_002,0.083,217.2,50.07,OK
2025-01-04T23:45:00,SITE_COM_002,0.14,226.3,50.06,OK
2025-01-02T05:15:00,SITE_COM_002,0.138,227.7,49.8,OK
2025-01-23 15:30:00,SITE_RES_001,0.184,243.1,49.96,OK
22/01/2025 08:15:00,SITE_IND_001,2.905,235.6,49.93,OK
2025-01-30T01:30:00,SITE_IND_002,1.122,230.1,50.05,OK
2025-01-01T08:15:00,SITE_COM_001,1.336,220.8,50.17,OK
2025-01-23 17:45:00,SITE_IND_001,3.887,221.9,50.23,OK
2025-01-17T16:15:00,SITE_RES_002,-888.0,224.2,49.76,ERROR
2025-01-17T12:30:00,SITE_RES_001,0.166,218.1,49.5,OK
2025-01-10T01:30:00,SITE_RES_002,0.11,226.5,49.81,OK
2025-01-28T13:00:00,SITE_COM_002,0.838,251.7,49.74,OK
05/01/2025 15:45:00,SITE_COM_001,1.124,225.1,49.89,OK
2025-01-17 21:15:00,SITE_COM_001,0.212,227.1,50.48,OK
2025-01-22 22:15:00,SITE_COM_002,0.137,217.8,49.88,OK
22/01/2025 18:30:00,SITE_COM_001,0.978,224.0,49.89,OK
21/01/2025 21:00:00,SITE_COM_001,0.21,232.3,49.96,OK
2025-01-05T11:30:00,SITE_RES_002,0.122,220.4,50.46,OK
08/01/2025 12:15:00,SITE_COM_001,1.347,211.0,49.83,OK
2025-01-20T00:00:00,SITE_IND_002,1.192,232.5,49.79,OK
2025-01-12 22:30:00,SITE_COM_002,0.188,220.8,50.19,OK
09/01/2025 12:45:00,SITE_IND_001,3.754,236.3,50.09,OK
29/01/2025 20:45:00,SITE_IND_002,1.851,217.7,49.63,OK
24/01/2025 11:30:00,SITE_RES_002,0.133,223.9,50.05,OK
2025-01-06T10:00:00,SITE_RES_002,0.102,209.4,50.24,OK
2025-01-17T20:00:00,SITE_IND_001,2.741,223.6,50.01,OK
13/01/2025 23:15:00,SITE_COM_002,,228.6,50.11,ERROR
2025-01-14T16:30:00,SITE_RES_002,0.106,236.7,49.73,OK
2025-01-06 05:30:00,SITE_IND_002,1.049,232.2,50.06,OK
22/01/2025 19:15:00,SITE_IND_001,3.518,221.9,49.95,OK
2025-01-04T17:45:00,SITE_COM_002,0.858,231.3,49.52,OK
14/01/2025 07:00:00,SITE_RES_001,0.376,226.6,49.83,OK
2025-01-25T17:30:00,SITE_RES_001,0.136,236.1,49.94,OK
2025-01-29T23:15:00,SITE_RES_002,0.098,217.6,49.68,OK
15/01/2025 08:15:00,SITE_RES_002,0.263,225.3,50.12,OK
2025-01-05T09:30:00,SITE_COM_001,1.287,221.5,50.06,OK
28/01/2025 10:15:00,SITE_COM_001,1.127,217.3,50.05,OK
27/01/2025 08:15:00,SITE_RES_002,0.324,222.4,49.71,OK
2025-01-16T11:30:00,SITE_IND_001,3.132,221.6,50.28,OK
2025-01-03T23:00:00,SITE_IND_002,1.132,246.7,49.88,OK
07/01/2025 01:45:00,SITE_RES_001,0.151,211.2,50.1,OK
06/01/2025 04:30:00,SITE_IND_001,1.65,214.5,49.93,OK
2025-01-08 00:30:00,SITE_RES_001,0.152,237.0,50.21,OK
2025-01-11T06:30:00,SITE_RES_002,0.147,239.1,49.86,OK
11/01/2025 01:45:00,SITE_IND_001,1.47,230.8,49.5,OK
2025-01-08 02:00:00,SITE_IND_002,1.195,245.6,50.59,OK
2025-01-18T20:15:00,SITE_COM_002,0.177,243.4,49.77,OK
17/01/2025 09:00:00,SITE_COM_001,1.372,235.5,50.11,OK
2025-01-16T19:45:00,SITE_RES_002,0.205,217.3,49.93,OK
2025-01-23T12:15:00,SITE_RES_001,0.19,213.5,49.82,OK
2025-01-14 06:30:00,SITE_COM_001,0.192,205.4,50.11,OK
07/01/2025 09:30:00,SITE_IND_001,3.703,230.0,50.17,OK
2025-01-04T19:00:00,SITE_IND_001,,222.5,49.94,ERROR
2025-01-03 07:15:00,SITE_COM_001,0.207,209.2,50.11,OK
2025-01-17T03:45:00,SITE_COM_001,0.228,225.0,49.96,OK
2025-01-16 00:15:00,SITE_IND_002,1.039,222.6,49.85,OK
2025-01-09T16:45:00,SITE_RES_002,0.12,225.0,50.04,OK
2025-01-14T23:30:00,SITE_RES_001,0.175,224.5,49.7,OK
2025-01-17 11:45:00,SITE_COM_001,1.115,227.3,50.07,OK
23/01/2025 07:45:00,SITE_RES_002,0.357,240.7,50.0,OK
22/01/2025 05:30:00,SITE_COM_001,0.207,218.7,49.77,OK
2025-01-01T02:15:00,SITE_RES_002,0.146,227.4,50.54,OK
27/01/2025 02:30:00,SITE_RES_002,0.116,221.9,50.22,OK
2025-01-05T04:45:00,SITE_COM_001,0.26,230.1,50.08,OK
2025-01-17T15:00:00,SITE_IND_002,1.972,228.3,50.03,OK
2025-01-29T23:30:00,SITE_RES_002,0.128,225.9,49.81,OK
2025-01-01T13:15:00,SITE_RES_001,0.144,248.0,49.99,OK
2025-01-11T04:00:00,SITE_COM_001,0.228,222.2,49.9,OK
2025-01-09T05:45:00,SITE_RES_001,0.216,231.4,49.79,OK
16/01/2025 03:30:00,SITE_RES_002,0.089,226.8,49.94,OK
2025-01-11T14:30:00,SITE_RES_002,0.114,230.9,49.96,OK
2025-01-20T04:30:00,SITE_COM_001,0.181,229.6,50.0,OK
18/01/2025 18:45:00,SITE_IND_001,1.533,221.9,49.68,OK
2025-01-30T20:45:00,SITE_COM_001,0.244,248.5,49.93,OK
2025-01-13 05:45:00,SITE_IND_001,1.384,243.4,49.95,OK
16/01/2025 07:45:00,SITE_RES_001,0.389,223.7,50.53,OK
2025-01-14 18:30:00,SITE_RES_001,0.267,229.4,49.65,OK
2025-01-19 11:45:00,SITE_RES_001,0.108,249.4,50.19,OK
2025-01-07 10:15:00,SITE_IND_002,1.958,221.5,50.19,OK
2025-01-07T02:15:00,SITE_IND_002,1.178,213.8,49.76,OK
2025-01-19T17:15:00,SITE_COM_001,0.865,241.8,49.92,OK
2025-01-04 09:00:00,SITE_IND_001,1.252,238.2,50.04,OK
2025-01-29 02:45:00,SITE_COM_001,0.216,223.0,50.42,OK
21/01/2025 00:30:00,SITE_COM_002,0.118,227.6,50.05,OK
2025-01-30T02:00:00,SITE_IND_002,1.169,227.8,49.73,OK
2025-01-02 16:45:00,SITE_COM_001,1.379,225.3,50.13,OK
17/01/2025 05:00:00,SITE_RES_002,0.134,232.5,49.97,OK
2025-01-24 11:45:00,SITE_COM_002,0.886,251.7,50.04,OK
2025-01-06T13:45:00,SITE_COM_002,0.868,213.0,50.07,OK
2025-01-22T16:30:00,SITE_IND_002,2.726,230.5,50.2,OK
2025-01-17 06:00:00,SITE_RES_001,0.173,228.3,50.16,OK
2025-01-01T19:00:00,SITE_RES_001,0.441,225.1,50.43,OK
2025-01-16T09:00:00,SITE_RES_001,0.187,240.2,50.21,OK
2025-01-16 13:00:00,SITE_IND_001,4.068,224.2,49.89,OK
29/01/2025 17:30:00,SITE_COM_001,1.293,233.1,49.98,OK
2025-01-22T06:30:00,SITE_COM_002,0.141,212.6,50.06,OK
